sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer,ADD_INFO:sourceConceptId,ADD_INFO:sourceConceptClass,ADD_INFO:sourceDomain,ADD_INFO:sourceValidStartDate,ADD_INFO:sourceValidEndDate,ADD_INFO:sourceParents,ADD_INFO:sourceParentVocabulary,ADD_INFO:auto_concept_id_equivalence,ADD_INFO:sourceName_fi,ADD_INFO:validationMessages,ADD_INFO:autoUpdatingInfo
6811A,"Cellulitis and abscess of finger and toe, Toe[PANARITIUM DIGITORUM PEDIS]",8,78497,0.6,APPROVED,NARROWER,Javier,1642756738661,78497,Cellulitis and abscess of toe,Condition,MAPS_TO,,<auto>,1642597820458,,2000405384,5-char ICD9fi,Condition,1970-01-01,2099-12-31,681,,parent_match,PANARITIUM DIGITORUM PEDIS,,2025-06-30 | conceptName changed from Cellulitis and abscess of finger and toe to Cellulitis and abscess of toe
5600B,"Intestinal obstruction without mention of hernia, Intussusception[INVAGINATIO COLI]",0,197034,0.48,APPROVED,NARROWER,Javier,1642756738661,197034,Intussusception of intestine,Condition,MAPS_TO,,<auto>,1642597820589,,2000404428,5-char ICD9fi,Condition,1970-01-01,2099-12-31,560,,parent_match,INVAGINATIO COLI,,
7301D,"Osteomyelitis, periostitis and other infections involving bone, Chronic osteomyelitis[OSTEOMYELITIS CHRONICA,KÄSI]",0,134735,0.39,APPROVED,NARROWER,Javier,1642756738661,134735,Chronic osteomyelitis,Condition,MAPS_TO,,<auto>,1642597820963,,2000406134,5-char ICD9fi,Condition,1970-01-01,2099-12-31,730,,parent_match,"OSTEOMYELITIS CHRONICA,KÄSI",,
4919X,"Chronic bronchitis, Unspecified chronic bronchitis",69,255841,0.65,APPROVED,EQUIVALENT,Javier,1642756805650,255841,Chronic bronchitis,Condition,MAPS_TO,,<auto>,1642597822605,,2000403985,5-char ICD9fi,Condition,1970-01-01,2099-12-31,491,,unique_parent_match,BRONCHITIS CHRONICA NUD,,
1208X,"Schistosomiasis [bilharziasis], Other specified schistosomiasis",0,436038,0.61,APPROVED,EQUIVALENT,Javier,1642756805650,436038,Infection by Schistosoma,Condition,MAPS_TO,,<auto>,1642597823005,,2000400866,5-char ICD9fi,Condition,1970-01-01,2099-12-31,120,,unique_parent_match,SCHISTOSOMIASIS ALIA DEFINITA,,
492,Emphysema,0,261325,0.77,APPROVED,EQUAL,Javier,1642756146926,261325,Pulmonary emphysema,Condition,MAPS_TO,,<auto>,1642597823684,,2000403986,3-char ICD9fi,Condition,1970-01-01,2099-12-31,490-496,,full_match,EMPHYSEMA,,2025-06-30 | conceptName changed from Scar emphysema to Pulmonary emphysema
1860C,"Malignant neoplasm of testis, Undescended testis[NEOPL MAL TESTIS (ABDOMIN/INGUIN),MUU TAI TARK MÄÄR]",0,436054,0.4,APPROVED,NARROWER,Javier,1642756738661,436054,Primary malignant neoplasm of undescended testis,Condition,MAPS_TO,,<auto>,1642597824280,,2000401608,5-char ICD9fi,Condition,1970-01-01,2099-12-31,186,,parent_match,"NEOPL MAL TESTIS (ABDOMIN/INGUIN),MUU TAI TARK MÄÄR",,2025-06-30 | conceptName changed from Malignant tumor of undescended testis to Primary malignant neoplasm of undescended testis
6811B,"Cellulitis and abscess of finger and toe, Toe[PARONYCHIA DIGITORUM PEDIS]",21,78497,0.58,APPROVED,NARROWER,Javier,1642756738661,78497,Cellulitis and abscess of toe,Condition,MAPS_TO,,<auto>,1642597824383,,2000405385,5-char ICD9fi,Condition,1970-01-01,2099-12-31,681,,parent_match,PARONYCHIA DIGITORUM PEDIS,,2025-06-30 | conceptName changed from Cellulitis and abscess of finger and toe to Cellulitis and abscess of toe
1209X,"Schistosomiasis [bilharziasis], Schistosomiasis, unspecified",0,436038,0.6,APPROVED,EQUIVALENT,Javier,1642756805650,436038,Infection by Schistosoma,Condition,MAPS_TO,,<auto>,1642597824732,,2000400867,5-char ICD9fi,Condition,1970-01-01,2099-12-31,120,,unique_parent_match,SCHISTOSOMIASIS NUD,,
3623A,"Other retinal disorders, Retinal vascular occlusion[OCCLUSIO ARTERIAE CENTRALIS RETINAE]",16,440392,0.53,APPROVED,NARROWER,Javier,1642756738661,440392,Retinal vascular occlusion,Condition,MAPS_TO,,<auto>,1642597824999,,2000403237,5-char ICD9fi,Condition,1970-01-01,2099-12-31,362,,parent_match,OCCLUSIO ARTERIAE CENTRALIS RETINAE,,
4920A,Emphysematous bleb,38,259043,0.77,APPROVED,EQUIVALENT,Javier,1642756805650,259043,Emphysematous bleb of lung,Condition,MAPS_TO,,<auto>,1642597825251,,2000403987,5-char ICD9fi,Condition,1970-01-01,2099-12-31,492,,unique_parent_match,EMPHYSEMA BULLOSUM,,
121,Other trematode infections,0,435188,0.84,APPROVED,EQUAL,Javier,1642756146926,435188,Trematode infection,Condition,MAPS_TO,,<auto>,1642597826455,,2000400868,3-char ICD9fi,Condition,1970-01-01,2099-12-31,120-129,,full_match,MUUT IMUMATOTARTUNNAT,,
9450B,"Burn of lower limb(s), Unspecified degree[COMBUSTIO EXTREMITATIS INFERIORIS NUD,10-29%]",0,197751,0.34,APPROVED,NARROWER,Javier,1642756738661,197751,Burn of lower limb,Condition,MAPS_TO,,<auto>,1642597826701,,2000408318,5-char ICD9fi,Condition,1970-01-01,2099-12-31,945,,parent_match,"COMBUSTIO EXTREMITATIS INFERIORIS NUD,10-29%",,2025-06-30 | conceptName changed from Partial thickness burn of lower limb to Burn of lower limb
6819X,"Cellulitis and abscess of finger and toe, Cellulitis and abscess of unspecified digit",7,4065991,0.7,APPROVED,EQUIVALENT,Javier,1642756805650,4065991,Cellulitis and abscess of finger and toe,Condition,MAPS_TO,,<auto>,1642597827318,,2000405386,5-char ICD9fi,Condition,1970-01-01,2099-12-31,681,,unique_parent_match,CELLULITIS DIGITI MANUS ET PEDIS NUD,,
1860X,"Malignant neoplasm of testis, Undescended testis[NEOPL MAL TESTIS (ABDOMIN/INGUIN),EI HIST VAHV]",0,436054,0.44,APPROVED,NARROWER,Javier,1642756738661,436054,Primary malignant neoplasm of undescended testis,Condition,MAPS_TO,,<auto>,1642597827755,,2000401609,5-char ICD9fi,Condition,1970-01-01,2099-12-31,186,,parent_match,"NEOPL MAL TESTIS (ABDOMIN/INGUIN),EI HIST VAHV",,2025-06-30 | conceptName changed from Malignant tumor of undescended testis to Primary malignant neoplasm of undescended testis
5600C,"Intestinal obstruction without mention of hernia, Intussusception[INVAGINATIO RECTI]",0,197034,0.47,APPROVED,NARROWER,Javier,1642756738661,197034,Intussusception of intestine,Condition,MAPS_TO,,<auto>,1642597827780,,2000404429,5-char ICD9fi,Condition,1970-01-01,2099-12-31,560,,parent_match,INVAGINATIO RECTI,,
4928A,"Emphysema, Other emphysema[EMPHYSEMA SINE BRONCHITIDE]",0,261325,0.47,APPROVED,NARROWER,Javier,1642756738661,261325,Pulmonary emphysema,Condition,MAPS_TO,,<auto>,1642597828245,,2000403988,5-char ICD9fi,Condition,1970-01-01,2099-12-31,492,,parent_match,EMPHYSEMA SINE BRONCHITIDE,,2025-06-30 | conceptName changed from Emphysematous bronchitis to Pulmonary emphysema
7301E,"Osteomyelitis, periostitis and other infections involving bone, Chronic osteomyelitis[OSTEOMYELITIS CHRONICA,LANTIONSEUTU JA REISI]",0,134735,0.38,APPROVED,NARROWER,Javier,1642756738661,134735,Chronic osteomyelitis,Condition,MAPS_TO,,<auto>,1642597828668,,2000406135,5-char ICD9fi,Condition,1970-01-01,2099-12-31,730,,parent_match,"OSTEOMYELITIS CHRONICA,LANTIONSEUTU JA REISI",,
1210A,"Other trematode infections, Opisthorchiasis",0,444117,0.61,APPROVED,EQUIVALENT,Javier,1642756805650,444117,Opisthorchiasis,Condition,MAPS_TO,,<auto>,1642597829172,,2000400869,5-char ICD9fi,Condition,1970-01-01,2099-12-31,121,,unique_parent_match,OPISTHORCHIASIS,,
3623B,"Other retinal disorders, Retinal vascular occlusion[OCCLUSIO RAMI ARTERIAE CENTRALIS RETINAE]",9,440392,0.51,APPROVED,NARROWER,Javier,1642756738661,440392,Retinal vascular occlusion,Condition,MAPS_TO,,<auto>,1642597829303,,2000403238,5-char ICD9fi,Condition,1970-01-01,2099-12-31,362,,parent_match,OCCLUSIO RAMI ARTERIAE CENTRALIS RETINAE,,
682,Other cellulitis and abscess,0,435613,0.85,APPROVED,EQUAL,Javier,1642756146926,435613,Cellulitis,Condition,MAPS_TO,,<auto>,1642597829336,,2000405387,3-char ICD9fi,Condition,1970-01-01,2099-12-31,680-686,,full_match,CELLULITIS ET LYMPHANGITIS ALIA,,2025-06-30 | conceptName changed from Cellulitis and abscess of toe to Cellulitis
6820A,"Other cellulitis and abscess, Face",40,136496,0.78,APPROVED,EQUIVALENT,Javier,1642756805650,136496,Cellulitis and abscess of face,Condition,MAPS_TO,,<auto>,1642597831380,,2000405388,5-char ICD9fi,Condition,1970-01-01,2099-12-31,682,,unique_parent_match,CELLULITIS FACIEI,,
1211A,"Other trematode infections, Clonorchiasis",0,194280,0.59,APPROVED,EQUIVALENT,Javier,1642756805650,194280,Clonorchiasis,Condition,MAPS_TO,,<auto>,1642597831741,,2000400870,5-char ICD9fi,Condition,1970-01-01,2099-12-31,121,,unique_parent_match,CLONORCHIASIS,,2025-06-30 | conceptName changed from Trematode infection to Clonorchiasis
4928X,"Emphysema, Other emphysema[EMPHYSEMA ALIA DEFINITA]",11,261325,0.4,APPROVED,NARROWER,Javier,1642756738661,261325,Pulmonary emphysema,Condition,MAPS_TO,,<auto>,1642597831749,,2000403989,5-char ICD9fi,Condition,1970-01-01,2099-12-31,492,,parent_match,EMPHYSEMA ALIA DEFINITA,,2025-06-30 | conceptName changed from Scar emphysema to Pulmonary emphysema
1869A,"Malignant neoplasm of testis, Other and unspecified testis[NEOPL MAL TESTIS (SCROTALIS),SEMINOMA]",20,433716,0.45,APPROVED,NARROWER,Auto-remapping using OHDSI release 2024-08-29,1727395200000,433716,Primary malignant neoplasm of testis,Condition,MAPS_TO,,<auto>,1727395200000,,2000401610,5-char ICD9fi,Condition,1970-01-01,2099-12-31,186,,parent_match,"NEOPL MAL TESTIS (SCROTALIS),SEMINOMA",,2025-06-30 | conceptName changed from Primary malignant neoplasm to Primary malignant neoplasm of testis
493,Asthma,0,317009,1,APPROVED,EQUAL,Javier,1642756146926,317009,Asthma,Condition,MAPS_TO,,<auto>,1642597832578,,2000403990,3-char ICD9fi,Condition,1970-01-01,2099-12-31,490-496,,full_match,ASTHMA BRONCHIALE,,
9450C,"Burn of lower limb(s), Unspecified degree[COMBUSTIO EXTREMITATIS INFERIORIS NUD,30-49%]",0,197751,0.34,APPROVED,NARROWER,Javier,1642756738661,197751,Burn of lower limb,Condition,MAPS_TO,,<auto>,1642597832770,,2000408319,5-char ICD9fi,Condition,1970-01-01,2099-12-31,945,,parent_match,"COMBUSTIO EXTREMITATIS INFERIORIS NUD,30-49%",,2025-06-30 | conceptName changed from Partial thickness burn of lower limb to Burn of lower limb
3623C,"Other retinal disorders, Retinal vascular occlusion[OCCLUSIO VENAE CENTRALIS RETINAE]",14,440392,0.54,APPROVED,NARROWER,Javier,1642756738661,440392,Retinal vascular occlusion,Condition,MAPS_TO,,<auto>,1642597833283,,2000403239,5-char ICD9fi,Condition,1970-01-01,2099-12-31,362,,parent_match,OCCLUSIO VENAE CENTRALIS RETINAE,,
6821A,"Other cellulitis and abscess, Neck",0,30163,0.79,APPROVED,EQUIVALENT,Javier,1642756805650,30163,Cellulitis and abscess of neck,Condition,MAPS_TO,,<auto>,1642597833611,,2000405389,5-char ICD9fi,Condition,1970-01-01,2099-12-31,682,,unique_parent_match,CELLULITIS NUCHAE,,
5601A,"Intestinal obstruction without mention of hernia, Paralytic ileus",31,192357,0.53,APPROVED,EQUIVALENT,Javier,1642756805650,192357,Paralytic ileus,Condition,MAPS_TO,,<auto>,1642597834548,,2000404430,5-char ICD9fi,Condition,1970-01-01,2099-12-31,560,,unique_parent_match,ILEUS PARALYTICUS,,2025-06-30 | conceptName changed from Paralytic ileus of large intestine to Paralytic ileus
1212A,"Other trematode infections, Paragonimiasis",0,436039,0.61,APPROVED,EQUIVALENT,Javier,1642756805650,436039,Infection by Paragonimus,Condition,MAPS_TO,,<auto>,1642597834739,,2000400871,5-char ICD9fi,Condition,1970-01-01,2099-12-31,121,,unique_parent_match,PARAGONIMIASIS,,
7301F,"Osteomyelitis, periostitis and other infections involving bone, Chronic osteomyelitis[OSTEOMYELITIS CHRONICA,SÄÄRI- JA POHJELUU]",0,134735,0.31,APPROVED,NARROWER,Javier,1642756738661,134735,Chronic osteomyelitis,Condition,MAPS_TO,,<auto>,1642597834739,,2000406136,5-char ICD9fi,Condition,1970-01-01,2099-12-31,730,,parent_match,"OSTEOMYELITIS CHRONICA,SÄÄRI- JA POHJELUU",,
4930A,"Asthma, Extrinsic asthma[EXTRINSIC ASTHMA SINE EXACERBATIONE]",1452,312950,0.61,APPROVED,EQUAL,Sam,1739980378126,312950,IgE-mediated allergic asthma,Condition,MAPS_TO,,Sam,1739980374447,,2000403991,5-char ICD9fi,Condition,1970-01-01,2099-12-31,493,,parent_match,EXTRINSIC ASTHMA SINE EXACERBATIONE,,2025-06-30 | conceptName changed from Asthma to IgE-mediated allergic asthma
6822A,"Other cellulitis and abscess, Trunk",11,197950,0.8,APPROVED,EQUIVALENT,Javier,1642756805650,197950,Cellulitis and abscess of trunk,Condition,MAPS_TO,,<auto>,1642597835968,,2000405390,5-char ICD9fi,Condition,1970-01-01,2099-12-31,682,,unique_parent_match,CELLULITIS TRUNCI,,
1213A,"Other trematode infections, Fascioliasis",0,436342,0.58,APPROVED,EQUIVALENT,Javier,1642756805650,436342,Infection by Fasciola,Condition,MAPS_TO,,<auto>,1642597837442,,2000400872,5-char ICD9fi,Condition,1970-01-01,2099-12-31,121,,unique_parent_match,FASCIOLIASIS,,2025-06-30 | conceptName changed from Trematode infection to Infection by Fasciola
9450D,"Burn of lower limb(s), Unspecified degree[COMBUSTIO EXTREMITATIS INFERIORIS NUD,50-69%]",0,197751,0.34,APPROVED,NARROWER,Javier,1642756738661,197751,Burn of lower limb,Condition,MAPS_TO,,<auto>,1642597837734,,2000408320,5-char ICD9fi,Condition,1970-01-01,2099-12-31,945,,parent_match,"COMBUSTIO EXTREMITATIS INFERIORIS NUD,50-69%",,2025-06-30 | conceptName changed from Partial thickness burn of lower limb to Burn of lower limb
3623D,"Other retinal disorders, Retinal vascular occlusion[OCCLUSIO RAMI VENAE CENTRALIS RETINAE]",0,440392,0.52,APPROVED,NARROWER,Javier,1642756738661,440392,Retinal vascular occlusion,Condition,MAPS_TO,,<auto>,1642597837831,,2000403240,5-char ICD9fi,Condition,1970-01-01,2099-12-31,362,,parent_match,OCCLUSIO RAMI VENAE CENTRALIS RETINAE,,
1869B,"Malignant neoplasm of testis, Other and unspecified testis[NEOPL MAL TESTIS (SCROT),CA EMBR/TERATOCA/CHORIOCA]",44,433716,0.38,APPROVED,NARROWER,Auto-remapping using OHDSI release 2024-08-29,1727395200000,433716,Primary malignant neoplasm of testis,Condition,MAPS_TO,,<auto>,1727395200000,,2000401611,5-char ICD9fi,Condition,1970-01-01,2099-12-31,186,,parent_match,"NEOPL MAL TESTIS (SCROT),CA EMBR/TERATOCA/CHORIOCA",,2025-06-30 | conceptName changed from Primary malignant neoplasm to Primary malignant neoplasm of testis
4930B,"Asthma, Extrinsic asthma[EXTRINSIC ASTHMA CUM EXACERBATIONE]",732,312950,0.59,APPROVED,NARROWER,Javier,1642756738661,312950,IgE-mediated allergic asthma,Condition,MAPS_TO,,<auto>,1642597838624,,2000403992,5-char ICD9fi,Condition,1970-01-01,2099-12-31,493,,parent_match,EXTRINSIC ASTHMA CUM EXACERBATIONE,,2025-06-30 | conceptName changed from Acute exacerbation of allergic asthma to IgE-mediated allergic asthma
6823A,"Other cellulitis and abscess, Upper arm and forearm",15,442068,0.74,APPROVED,EQUIVALENT,Javier,1642756805650,442068,Cellulitis and abscess of forearm,Condition,MAPS_TO,,<auto>,1642597838769,,2000405391,5-char ICD9fi,Condition,1970-01-01,2099-12-31,682,,unique_parent_match,CELLULITIS ANTEBRACHII SIVE BRACHII,,2025-06-30 | conceptName changed from Cellulitis and abscess of upper arm to Cellulitis and abscess of forearm
5602A,"Intestinal obstruction without mention of hernia, Volvulus[VOLVULUS SIGMAE]",11,197603,0.47,APPROVED,NARROWER,Javier,1642756738661,197603,Intestinal volvulus,Condition,MAPS_TO,,<auto>,1642597839600,,2000404431,5-char ICD9fi,Condition,1970-01-01,2099-12-31,560,,parent_match,VOLVULUS SIGMAE,,
7301G,"Osteomyelitis, periostitis and other infections involving bone, Chronic osteomyelitis[OSTEOMYELITIS CHRONICA,NILKKA JA JALKA]",0,134735,0.37,APPROVED,NARROWER,Javier,1642756738661,134735,Chronic osteomyelitis,Condition,MAPS_TO,,<auto>,1642597839891,,2000406137,5-char ICD9fi,Condition,1970-01-01,2099-12-31,730,,parent_match,"OSTEOMYELITIS CHRONICA,NILKKA JA JALKA",,
1218X,"Other trematode infections, Other specified trematode infections",0,435188,0.6,APPROVED,EQUIVALENT,Javier,1642756805650,435188,Trematode infection,Condition,MAPS_TO,,<auto>,1642597840825,,2000400873,5-char ICD9fi,Condition,1970-01-01,2099-12-31,121,,unique_parent_match,MUU IMUMATOTARTUNTA,,
4931A,"Asthma, Intrinsic asthma[INTRINSIC ASTHMA SINE EXACERBATIONE]",843,4145497,0.62,APPROVED,EQUAL,Sam,1739980408000,4145497,Intrinsic asthma,Condition,MAPS_TO,,Sam,1739980406631,,2000403993,5-char ICD9fi,Condition,1970-01-01,2099-12-31,493,,parent_match,INTRINSIC ASTHMA SINE EXACERBATIONE,,
6824A,"Other cellulitis and abscess, Hand, except fingers and thumb",10,78219,0.58,APPROVED,EQUIVALENT,Automatic update,1751280951000,3654603,Cellulitis and abscess of hand,Condition,MAPS_TO,,<auto>,1642597841732,,2000405392,5-char ICD9fi,Condition,1970-01-01,2099-12-31,682,,unique_parent_match,"CELLULITIS MANUS, DIGITIS EXCEPTIS",,"2025-06-30 | conceptId changed from 78219 to 3654603 based on relationship :Maps to, does not need reviewing | conceptName changed from Cellulitis and abscess of finger to Cellulitis and abscess of hand"
9450E,"Burn of lower limb(s), Unspecified degree[COMBUSTIO EXTREMITATIS INFERIORIS NUD,>70%]",0,197751,0.34,APPROVED,NARROWER,Javier,1642756738661,197751,Burn of lower limb,Condition,MAPS_TO,,<auto>,1642597842498,,2000408321,5-char ICD9fi,Condition,1970-01-01,2099-12-31,945,,parent_match,"COMBUSTIO EXTREMITATIS INFERIORIS NUD,>70%",,2025-06-30 | conceptName changed from Partial thickness burn of lower limb to Burn of lower limb
3624A,"Other retinal disorders, Separation of retinal layers[RETINOPATHIA CENTRALIS SEROSA]",0,378414,0.49,APPROVED,NARROWER,Javier,1642756738661,378414,Retinal detachment,Condition,MAPS_TO,,<auto>,1642597843512,,2000403241,5-char ICD9fi,Condition,1970-01-01,2099-12-31,362,,parent_match,RETINOPATHIA CENTRALIS SEROSA,,
1219X,"Other trematode infections, Trematode infection, unspecified",0,435188,0.55,APPROVED,EQUIVALENT,Javier,1642756805650,435188,Trematode infection,Condition,MAPS_TO,,<auto>,1642597844171,,2000400874,5-char ICD9fi,Condition,1970-01-01,2099-12-31,121,,unique_parent_match,IMUMATOTARTUNTA NUD,,
1869C,"Malignant neoplasm of testis, Other and unspecified testis[NEOPL MAL TESTIS (SCROTALIS),MUU TAI TARK MÄÄRITT]",0,433716,0.38,APPROVED,NARROWER,Auto-remapping using OHDSI release 2024-08-29,1727395200000,433716,Primary malignant neoplasm of testis,Condition,MAPS_TO,,<auto>,1727395200000,,2000401612,5-char ICD9fi,Condition,1970-01-01,2099-12-31,186,,parent_match,"NEOPL MAL TESTIS (SCROTALIS),MUU TAI TARK MÄÄRITT",,2025-06-30 | conceptName changed from Primary malignant neoplasm to Primary malignant neoplasm of testis
5602B,"Intestinal obstruction without mention of hernia, Volvulus[VOLVULUS COLI ALIUS]",8,197603,0.47,APPROVED,NARROWER,Javier,1642756738661,197603,Intestinal volvulus,Condition,MAPS_TO,,<auto>,1642597844351,,2000404432,5-char ICD9fi,Condition,1970-01-01,2099-12-31,560,,parent_match,VOLVULUS COLI ALIUS,,
4931B,"Asthma, Intrinsic asthma[INTRINSIC ASTHMA CUM EXACERBATIONE]",492,4145497,0.59,APPROVED,NARROWER,Javier,1642756738661,4145497,Intrinsic asthma,Condition,MAPS_TO,,<auto>,1642597844380,,2000403994,5-char ICD9fi,Condition,1970-01-01,2099-12-31,493,,parent_match,INTRINSIC ASTHMA CUM EXACERBATIONE,,2025-06-30 | conceptName changed from Acute exacerbation of intrinsic asthma to Intrinsic asthma
6825A,"Other cellulitis and abscess, Buttock",8,75337,0.81,APPROVED,EQUIVALENT,Javier,1642756805650,75337,Cellulitis and abscess of buttock,Condition,MAPS_TO,,<auto>,1642597844629,,2000405393,5-char ICD9fi,Condition,1970-01-01,2099-12-31,682,,unique_parent_match,CELLULITIS REGIONIS GLUETALIS,,
7301H,"Osteomyelitis, periostitis and other infections involving bone, Chronic osteomyelitis[OSTEOMYELITIS CHRONICA,MUU MÄÄRITELTY SIJAINTI]",0,134735,0.34,APPROVED,NARROWER,Javier,1642756738661,134735,Chronic osteomyelitis,Condition,MAPS_TO,,<auto>,1642597845114,,2000406138,5-char ICD9fi,Condition,1970-01-01,2099-12-31,730,,parent_match,"OSTEOMYELITIS CHRONICA,MUU MÄÄRITELTY SIJAINTI",,
122,Echinococcosis,0,440043,1,APPROVED,EQUAL,Javier,1642756146926,440043,Echinococcosis,Condition,MAPS_TO,,<auto>,1642597845460,,2000400875,3-char ICD9fi,Condition,1970-01-01,2099-12-31,120-129,,full_match,ECHINOCOCCOSIS,,
9450X,"Burn of lower limb(s), Unspecified degree[COMBUSTIO EXTREMITATIS INFERIORIS NUD,LAAJ?]",0,197751,0.34,APPROVED,NARROWER,Javier,1642756738661,197751,Burn of lower limb,Condition,MAPS_TO,,<auto>,1642597846989,,2000408322,5-char ICD9fi,Condition,1970-01-01,2099-12-31,945,,parent_match,"COMBUSTIO EXTREMITATIS INFERIORIS NUD,LAAJ?",,2025-06-30 | conceptName changed from Partial thickness burn of lower limb to Burn of lower limb
