OMOP_CONCEPT_ID	TEST_NAME	MEASUREMENT_UNIT	value_source	n_records	n_subjects
3006184	cb-hb-hy	g/l	Source	1576	938
-1	u-suht-hy		Source	1633	1001
3022621	u-ph-hy		Source	1793	1073
3003458	fp-pi	mmol/l	Source	175027	31418
3014702	fp-cga	nmol/l	Source	9973	3154
-1	du-pi	mmol	Source	590	458
3010838	du-ca	mmol/24h	Source	12532	7208
3001788	fp-aldos	pmol/l	Source	758	627
3034426	p-fsl	s	Source	1801	1477
3051387	cp-crp-hy		Extracted	941	758
3011985	fp-reninm	mu/l	Source	1612	1084
3032155	s-metnef	nmol/l	Source	5515	4346
3026179	s-normet	nmol/l	Source	8222	6242
-1	24hkors	nmol/l	Source	91	72
-1	0hkors	nmol/l	Source	94	74
-1	du-metnef	umol	Source	911	826
-1	du-normet	umol	Source	932	828
3039429	sa-korsol	nmol/l	Source	3089	1928
3020911	du-kors-v	nmol/24h	Source	2470	1725
3035637	p-acth	ng/l	Source	9853	6273
3014702	fs-cga	nmol/l	Source	6194	1937
-1	fp-glkg	ng/l	Source	15	10
3021347	s-ca(akt)	mmol/l	Source	86215	19634
3012565	du-tilav	ml	Source	3520	1918
3051252	fp-vip	pmol/l	Source	385	278
3030136	s-5hiaa	nmol/l	Source	10292	3004
-1	fp-pp	pmol/l	Source	24	19
3014326	s-igf1	nmol/l	Source	9722	3956
3028531	s-nse	ug/l	Source	10077	5099
3023436	p-glkg	ng/l	Source	358	206
3018251	fp-glukr0h	mmol/l	Source	948	876
3016701	p-glukr2h	mmol/l	Source	1601	1280
-1	e-erytrosyytit,kokojakaumaprosentti	%	Source	24537	4543
-1	pt-glomerulussuodosnopeus,ckd-epi-kaava		Source	21252	4272
3021347	fs-kalsium,ionisoitunut,aktuaal.	mmol/l	Source	1715	782
3016431	fs-kalsium,ionisoitunut,ph7.4:ssa	mmol/l	Source	1713	782
-1	fs-ph(ca-ion)		Source	1681	749
-1	s-prolaktiini	mu/l	Source	935	795
-1	fs-kromograniinia	nmol/l	Source	217	124
-1	s-insuliininkaltainenkasvutekijä(igf-1),somme	nmol/l	Source	28	14
3002030	l-lymfosyytit	%	Source	80193	27684
3019069	l-monosyytit	%	Source	70683	22662
3018010	l-neutrofiilit	%	Source	80744	27961
-1	b-neutrofiilit,lukumäärä	e9/l	Source	3099	938
-1	b-eosinofiilit,lukumäärä	e9/l	Source	2813	895
-1	e-retikulosyytit	%	Source	3813	1764
3013826	s-gluk	mmol/l	Source	305	256
3051014	u-levyep	u/field	Source	387	333
-1	u-välim.e	u/field	Source	63	56
3020460	p-crp-hy	mg/l	Source	6913	4012
3024666	s-li	mmol/l	Source	33555	2781
3040370	s-olants	nmol/l	Source	3999	1611
3013603	s-psa-t	ug/l	Source	35874	8704
3009035	s-b12-vit	pmol/l	Source	76509	49917
3016431	s-ca-i7.4	mmol/l	Source	45579	14577
-1	fb-b6-vit	nmol/l	Source	808	616
-1	na	mg/mmol	Source	140	140
-1	na	mu/l	Source	383	371
3026989	p-t3-v		Extracted	8189	4023
3017817	du-prot	mg	Source	9748	3833
3000850	u-epit	e6/l	Source	168750	67070
3026782	u-osmole	mosm/kgh2o	Source	74927	32218
3036481	s-korsol	nmol/l	Source	43706	20059
3000620	p-c3	g/l	Source	14270	8409
3017766	p-c4	g/l	Source	13878	8195
3047169	s-iglcl-v	mg/l	Source	38822	12066
3034860	s-iglck-v	mg/l	Source	39042	12081
3007778	s-k/l-s-v	ratio	Source	21991	7205
3028286	s-album	g/l	Source	25430	10857
3015322	s-alfa-1	g/l	Source	27708	11908
3005229	s-alfa-2	g/l	Source	27644	11849
3043723	s-beta-1	g/l	Source	27376	11673
3043747	s-beta-2	g/l	Source	27334	11644
3023465	s-gamma	g/l	Source	28537	12585
3029713	s-mkomp-1	g/l	Source	29826	12751
3035797	s-mkomp-2	g/l	Source	27016	11516
3029338	s-mkomp-3	g/l	Source	25589	10715
3029379	s-mkomp-4	g/l	Source	25572	10693
3017044	s-tshrab	u/l	Source	1221	720
3000570	f-elast1	ug/g	Source	10975	7796
3003171	s-aldos-p	pmol/l	Source	824	707
37021550	fp-renin-p	mu/l	Source	834	638
3003245	s-c1inh	g/l	Source	1516	1267
3000620	s-c3	g/l	Source	10598	6594
3017766	s-c4	g/l	Source	10431	6458
-1	du-k	mmol	Source	2072	1709
3002079	du-na	mmol/24h	Source	2837	2228
-1	s-pölyer	u/ml	Source	7290	6853
3017044	s-tshrab	iu/l	Source	6615	3811
3021614	p-rf		Extracted	6212	5468
3001788	s-aldos	pmol/l	Source	5195	4065
3011985	p-reninm		Extracted	489	423
-1	ab-ph		Extracted	266709	23504
3016502	ab-o2sat	%	Source	241561	17558
3014218	ab-hco3-st	mmol/l	Source	255830	22562
3018418	p-ph		Extracted	2502	1944
3016724	p-hcyst	umol/l	Source	4294	3090
3007164	p-iga	g/l	Source	52529	33986
3005719	p-igg	g/l	Source	73214	24774
3028026	p-igm	g/l	Source	38211	20044
-1	s-t3-vdi	pmol/l	Source	567	484
3007847	p-il2r	u/ml	Source	7227	2819
-1	p-uraatti	umol/l	Source	6898	4531
3013707	b-lasko	mm/h	Source	15430	9386
-1	l-mxd	%	Source	848	477
-1	l-mxd	e9/l	Source	634	292
3019150	u-suhtih	kg/l	Source	38931	12307
3013603	p-psa-t	ug/l	Source	11084	2276
3031040	u-bakt	e6/l	Source	12886	3692
3017446	s-hstesto	nmol/l	Source	613	418
3018095	u-leukbv	e6/l	Source	3982	1601
3031040	u-baktbv	e6/l	Source	3962	1595
3022914	s-ca19-9	u/ml	Source	44367	12589
-1	u-suhteellinentiheys,kval		Source	2235	1202
3000850	u-epiteelisolut	e6/l	Source	21541	10373
3031040	u-bakteerit	e6/l	Source	1692	855
-1	u-happamuusaste(kval)		Source	2791	1402
3018095	u-leukosyytit,virtsatieinfektionseulonta	e6/l	Source	1103	677
3031040	u-bakteerit,virtsatieinfektionseulonta	e6/l	Source	1096	673
3024561	s-alb	g/l	Source	23178	16454
3015377	s-ca	mmol/l	Source	19207	15153
3009214	s-lh	iu/l	Source	5756	4462
-1	pt-glomerulussuodosnopeus,estimoituckd-epi-kaava	ml/min/173m2	Source	3484	2719
3020044	li-gluk		Extracted	484	430
3017115	s-mtx		Extracted	124	19
3051611	-l-ind		Source	9762	2491
3051651	-i-ind		Source	9758	2488
3012095	p-mg		Extracted	11958	6958
3017115	s-mtx	umol/l	Source	4829	512
21494815	ly-cd4-t	%	Source	4570	2061
3028167	b-t-cd4	e9/l	Source	4080	1822
-1	21904	ml/min/173m2	Source	888	521
-1	-pr+np	%	Source	1411	1060
40761995	-liik.pr	%	Source	4161	1283
3014043	-liik.np	%	Source	4154	1282
3014043	-liik.im	%	Source	4155	1283
-1	-tilav.	ml	Source	1699	1232
-1	-ph		Extracted	904	719
-1	-s.yht.		Extracted	845	678
3023323	s-fsh		Extracted	6125	4800
3027238	s-tpoab	u/ml	Source	5054	4496
-1	0mgluk	mmol/l	Source	2706	1826
3012413	2hgluk	mmol/l	Source	1458	1086
3010813	cb-leuk-hy	e9/l	Source	281	238
3002030	l-lymf-hy	%	Source	144	121
3018010	l-neut-hy	%	Source	144	121
3019069	l-mono-hy	%	Source	142	119
3006504	l-eos-hy	%	Source	142	119
3019069	l-baso-hy	%	Source	143	120
3029187	p-pbnp-lb	ng/l	Source	1243	583
-1	cp-c-reaktiivinenproteiini,ihopiston,hoitoyksikössä	mg/l	Source	1814	1057
-1	u-happamuusaste,vieritestihoitoyksikössä		Extracted	80	71
3013721	p-asat		Source	605	430
3022948	fs-fe	umol/l	Source	41742	20125
3004789	fs-transf	g/l	Source	27907	14053
40763571	fs-trfesat		Source	10481	4750
3026989	s-t3-v	pmol/l	Source	18326	8176
-1	b-hba1c	mmol/m	Source	2829	2419
3012336	s-haptog	g/l	Source	10330	6655
3023520	b-retik	e9/l	Source	65705	28267
3001604	b-mono	e9/l	Source	66813	13094
3024561	s-albu	g/l	Source	554	164
-1	s-alfa1	g/l	Source	1707	966
3005229	s-alfa2	g/l	Source	1768	1011
3043723	s-beta1	g/l	Source	1764	1009
3043747	s-beta2	g/l	Source	1772	1017
-1	p-prot	g/l	Source	378	193
3020779	fp-urea	mmol/l	Source	124584	15996
-1	pikagluk		Source	501	287
3016038	u-k	mmol/l	Source	3529	2628
3019150	u-suhtih		Extracted	7668	2414
3020460	b-pikacrp	mg/l	Source	2705	1093
40763571	fs-trfesat		Extracted	349	260
3022948	fs-fe		Extracted	491	343
-1	e-redcelldistributionwidth	%	Source	2641	1229
3010813	b-leukosyytit		Extracted	5637	2417
3005082	s-prog	nmol/l	Source	4206	2910
3047826	s-amh	ug/l	Source	9414	7234
-1	pituus(cm)		Extracted	4130	3399
-1	raskauksienmäärä,g		Extracted	6870	3960
-1	synnytystenmäärä,p		Extracted	5868	3693
3019150	u-ominp-h		Extracted	6787	3100
3015736	u-ph-huu		Extracted	6945	3121
-1	b-peth	umol/l	Source	18187	9913
3026725	s-e2	nmol/l	Source	9705	6668
3027901	ua-hb	g/l	Source	180	179
3006598	ua-ph		Extracted	119	118
3003932	ua-pco2	kpa	Source	394	381
3021706	ua-po2	kpa	Source	383	370
3004959	ua-be	mmol/l	Source	108	107
3041008	ua-hco3-st	mmol/l	Source	359	352
40771025	d-vitamiini-25-oh,plasmasta	nmol/l	Source	694	485
-1	hemolyysi-indeksi		Extracted	1344	861
3021614	p-reumafaktori	iu/ml	Source	1339	1210
-1	s-p�lyer	u/ml	Source	7492	7012
-1	lipemia-indeksi		Extracted	987	728
-1	s-timoteinsiitepöly(g6),igevasta-aineet	u/ml	Source	125	124
-1	s-koivunsiitepöly(t3),igevasta-aineet	u/ml	Source	123	121
-1	s-pujonsiitepöly(w6),igevasta-aineet	u/ml	Source	64	64
-1	s-stachybotrysatra(chartarum),igevasta-aineet	u/ml	Source	8	8
-1	s-seeruminhappamuusaste		Source	1544	1107
3021347	s-kalsium,ionisoitunut,aktuaalinen	mmol/l	Source	12499	5936
3026285	s-antitry	g/l	Source	6546	6051
3019050	s-ttgaba		Extracted	13730	10805
3007566	s-siliab	titre	Source	1483	1280
3003031	s-cdt		Extracted	12283	8320
3010421	b-ph	ph	Source	35592	9122
3013290	b-pco2	kpa	Source	34914	9116
3012501	b-be	mmol/l	Source	19713	6232
3027315	b-po2	kpa	Source	35207	9167
3001501	gluk-pika	mmol/l	Source	727	484
3010813	leuk-pika	e9/l	Source	978	751
3000963	hb-pika	g/l	Source	1803	1116
3000963	b-hb-pt	g/l	Source	651	540
3010813	b-leuk-pt	e9/l	Source	678	563
3000963	hemoglobiini,pikatesti,veri	g/l	Source	393	363
-1	leukosyytit	e9/l	Source	30914	9530
3010421	ph(akt)	ph	Source	9841	4848
3016431	kalsium,ionisoitunut(7.4)	mmol/l	Source	9847	4856
3001784	psa-v/psa		Extracted	12988	4525
3029187	p-probnp		Extracted	41685	21319
3015377	p-ca		Extracted	24911	17915
3010156	s-hs-crp	mg/l	Source	8482	3779
3009343	cb-ph		Extracted	27640	9939
-1	b-neutrofiili,erillistutkimuksena	e9/l	Source	26884	4648
3025839	s-trigly	mmol/l	Source	30438	26948
3019900	s-kol	mmol/l	Source	33507	28081
3023602	s-kol-hdl	mmol/l	Source	33871	27876
3001308	s-kol-ldl	mmol/l	Source	30028	26625
-1	c-reaktiivinenproteiini,herkkä,seerumista	mg/l	Source	7411	6225
3020460	b-crp-vt		Extracted	2468	1605
3019069	l-basofiilit,automaatio	%	Source	10669	4041
3006504	l-eosinofiilit,automaatio	%	Source	10669	4041
3009508	u-krea	umol/l	Source	4281	2779
3012501	b-be		Extracted	15768	5257
3020876	du-prot	g/24h	Source	5056	2172
-1	du-urea	mmol	Source	1215	496
3012544	mb-ph	ph	Source	279	112
3007628	mb-ahco3	mmol/l	Source	2770	161
3021589	erytroblastit	e9/l	Source	141098	34092
3021347	kalsium,ionisoitunut(akt)	mmol/l	Source	3674	1832
-1	glomerulussuodosnopeus,estimo	ml/min/173m2	Source	69299	17875
3022948	rauta	umol/l	Source	2589	1810
-1	happamuusaste,koneveri	ph	Source	65	56
-1	bikarbonaatti(aktuaali),kone	mmol/l	Source	56	48
-1	tilavuus,vuorokausivirtsa	ml	Source	246	191
-1	proteiini	g	Source	80	61
-1	urea	mmol	Source	39	26
-1	happisisältö,kapillaariveri	%	Source	4807	1973
-1	bikarbonaatti(aktuaali),kapi	mmol/l	Source	3182	1299
-1	emäsylimäärä,kapillaariveri	mmol/l	Source	3948	1698
-1	hemoglobiini(totaali),kapill	g/l	Source	3140	1284
-1	laktaatti(verikaasulaite),ka	mmol/l	Source	653	438
-1	kalsium,ionisoitunut(7.4),pl	mmol/l	Source	1012	569
-1	glukoosi(verikaasulaite),kap	mmol/l	Source	652	438
-1	sy-solut	e6/l	Source	3922	2405
-1	neutrofiilit+eosinofiilit,niv	%	Source	180	141
-1	mononukleaarisetsolut,niveln	%	Source	179	140
3005715	s-van	mg/l	Source	34483	5698
3023421	s-hbsab	miu/ml	Source	6885	5475
-1	punasolojenkokojakauma	%	Source	1072	1022
3019900	kolesteroli	mmol/l	Source	16479	14035
3023602	kolesteroli,highdensitylipoproteiinit	mmol/l	Source	8580	7241
-1	kolesteroli,lowdensity	mmol/l	Source	4116	3359
3025839	triglyseridit	mmol/l	Source	15655	13364
3023323	s-fsh	iu/l	Source	14866	11577
3021387	s-prl	miu/l	Source	1647	1529
1002102	s-hcg-b-v	ug/l	Source	15972	10526
3002385	e-erytrosyytit,kokojakauma	%	Source	117212	23087
0	gt-cdt-ind		Source	6067	3732
40764999	pt-glumerulussuodosnopeus,estimoitu,cjd-epikaava	ml/min/173m2	Source	6297	2459
3013826	p-gluk		Extracted	34387	23571
3023103	p-kalium		Extracted	363	286
3021347	s-kalsium,ionisoitunut		Extracted	297	245
-1	hdl/kol.		Extracted	11551	9563
3022217	p-inr		Extracted	386279	19031
3051714	p-fidd-o	mg/l	Source	13692	11090
-1	neutrofiilit,5-osa	%	Source	4342	3786
-1	lymfosyytit,5-osa	%	Source	4342	3786
-1	monosyytit,5-osa	%	Source	4342	3786
-1	basofiilit,5-osa	%	Source	4342	3786
-1	eosinofiilit,5-osa	%	Source	4342	3786
3018010	l-neut(a)		Extracted	48791	16659
3002030	l-lymf(a)		Extracted	50473	17320
3019069	l-mono(a)		Extracted	49582	16925
3006504	l-eos(a)		Extracted	49312	16917
3022096	l-baso(a)		Extracted	48061	16357
3008486	p-t4v	pmol/l	Source	90249	28197
3020059	p-ca-albk		Extracted	18826	13364
3024731	e-erytrosyytit,tilavuus	fl	Source	30284	7146
3003338	e-hemoglobiini(massakonsentraatio)	g/l	Source	30325	7146
3019900	fs-kolesteroli	mmol/l	Source	3805	2743
3023602	fs-kolesteroli,highdensitylipoproteiinit	mmol/l	Source	3702	2633
3001308	fs-kolesteroli,lowdensitylipoproteiinit	mmol/l	Source	3671	2633
3048773	fs-triglyseridit	mmol/l	Source	3358	2452
3001604	b-monosyytit	e9/l	Source	46248	16649
3019069	l-basofiilisetsolut	%	Source	172	140
3006504	l-eosinofiilit	%	Source	57593	17940
40764999	pt-gfre		Source	96631	39712
3007164	s-immunoglobuliinia	g/l	Source	447	437
3037551	s-ca12-5	u/ml	Source	43197	13093
-1	non-hdl(paasto)		Extracted	6004	4927
3020682	nu-albkrea		Extracted	9489	5933
3002030	lymfo	%	Source	7681	5973
3018010	neutro	%	Source	7682	5976
0	muut	%	Source	8050	6244
3017732	b-neutrof	e9/l	Source	11552	6967
3019198	b-lymfosy	e9/l	Source	7747	6033
3008364	s-lipoa1	g/l	Source	16694	15755
3014791	s-lipob	g/l	Source	16695	15756
-1	s-apob/apoa1-suhde		Extracted	16804	15846
3013721	p-asat		Extracted	20811	13531
3019900	fp-kolesteroli	mmol/l	Source	14065	10478
3023602	fp-kolesteroli,highdensitylipoprotein,plasmasta	mmol/l	Source	736	538
3048773	fp-triglyseridit	mmol/l	Source	17857	12915
40758310	s-he4	pmol/l	Source	11192	7961
3035995	p-alkalinenfosfataasi	u/l	Source	26327	9379
3016771	p-amylaasi	u/l	Source	1557	1080
3013721	p-aspartaattiaminotransferaasi	u/l	Source	7786	4815
3006140	p-bilirubiini	umol/l	Source	14935	5194
3015399	p-transferriinireseptori	mg/l	Source	1449	928
3001122	p-ferritiini	ug/l	Source	10171	6335
3019897	rdw	%	Source	6214	2819
3001308	fp-kol-ldl		Source	5795	2611
3018010	neut	%	Source	61798	16738
3002030	lymph	%	Source	7959	1526
3017732	neut	e9/l	Source	4350	591
3019198	lymph	e9/l	Source	4349	591
3019069	mono	%	Source	41798	13149
3006504	eos	%	Source	49739	14133
3022096	baso	%	Source	50258	14274
3019069	mono		Source	4726	816
3013115	eos	e9/l	Source	4350	591
3022096	baso		Source	4794	854
-1	s-timospe	u/ml	Source	680	655
-1	s-koivspe	u/ml	Source	707	677
-1	s-pujospe	u/ml	Source	555	539
3010726	s-hevohie	u/ml	Source	3107	2884
3023430	s-kisshie	u/ml	Source	3900	3626
3014133	s-koirhie	u/ml	Source	3889	3619
3012494	s-maapähe	u/ml	Source	989	886
3020874	s-maitoe	u/ml	Source	1310	1107
3014599	s-munavae	u/ml	Source	1153	940
3015076	s-soijape	u/ml	Source	537	500
-1	s-turskae	u/ml	Source	729	656
40760435	s-vehnäe	u/ml	Source	271	263
3023351	s-dpteroe	u/ml	Source	5301	4833
-1	s-cladhee	u/ml	Source	2129	2038
44816893	s-ruok5er	u/ml	Source	1746	1687
-1	pikahb		Extracted	419	277
3030467	u-lieri?t	e6/l	Source	406	295
-1	u-osmoe	mosm/kgh2o	Source	395	290
-1	b-fidd-vt		Extracted	215	190
3004410	b-hba1cpi	mmol/mol	Source	1299	306
3004410	b-hba1cvt	%	Source	7621	1172
3036603	du-vmml		Extracted	72	57
3021614	s-rf	kiu/l	Source	4037	3478
-1	u-albumiini-kreatiniini-suhde,osatutk.		Extracted	208	187
-1	s-kalsium,ionisoitunutph7.4korjattu		Extracted	208	160
3021347	s-kalsium,ionisoitunut,aktuaali		Extracted	202	158
3012336	p-haptog	g/l	Source	18301	11196
3037121	u-prot	mg/l	Source	14966	3875
3007778	s-k/l-s-v		Extracted	18280	6084
3015916	s-afp	u/ml	Source	17947	5989
3040151	cp-gluk-lb	mmol/l	Source	10492	591
3020460	oma-crp		Source	8732	3150
3029187	b-probnpo	ng/l	Source	40	34
3029937	u-albumiini(kval)	estimate	Source	10494	6324
3009261	u-glukoosi(kval)	estimate	Source	14787	8413
3003785	p-cea	ug/l	Source	49240	12144
42529201	p-ca19-9	u/ml	Source	27338	7826
3025159	l-blastit	%	Source	24734	6903
3021440	l-promyel	%	Source	23129	6312
3017181	l-myelos	%	Source	22190	5974
3002179	l-metamye	%	Source	18576	4965
3009035	s-b12-vit		Extracted	20276	11973
3013115	eosinofiilit,absol.arvot	e9/l	Source	16109	7656
3006315	basofiilit,absol.arvot	e9/l	Source	15818	7499
3001604	monosyytit,absol.arvot	e9/l	Source	14831	6874
3019198	lymfosyytit,absol.arvot	e9/l	Source	17133	7784
3002030	lymfosyytit	%	Source	19099	9216
3018010	neutrofiilit	%	Source	25265	12194
3017732	neutrofiilit,absol.arvot	e9/l	Source	21971	10007
3006504	eosinofiilit	%	Source	17312	7969
3019069	basofiilit	%	Source	16754	7629
3019069	monosyytit	%	Source	18944	9113
3004410	b-hba1c	%	Source	777	563
-1	u-ph-o	N	Source	2076	585
-1	21585	ug/l	Source	1430	276
3016407	p-fibr	g/l	Source	38558	13841
3000515	p-at3	%	Source	33346	11765
3036489	p-trombai	s	Source	30542	12958
3016244	s-insu	mu/l	Source	8334	2280
3006588	s-ca15-3	u/ml	Source	23048	6188
3013742	s-prealb	mg/l	Source	38067	16019
3026361	b-eryt	e9/l	Source	325	286
-1	e-mcv	pg	Source	320	283
-1	b-hb	e9/l	Source	520	332
-1	e-mch	fl	Source	319	282
-1	b-leuk	g/l	Source	321	284
3005719	s-igg	g/l	Source	20871	11439
3028026	s-igm	g/l	Source	10860	7329
-1	iga/prealb		Source	765	678
3013742	prealb	g/l	Source	1787	1551
3026285	s-antitry		Extracted	549	523
3022217	p-inr-vt		Source	5394	1274
3009214	s-lh	u/l	Source	7086	5384
3004248	s-shbg	nmol/l	Source	28134	15509
36032269	s-testovl	pmol/l	Source	14452	8363
3021337	p-tni	ug/l	Source	25059	7728
3039602	cb-ca-i7.4	mmol/l	Source	1450	644
43055554	cb-be		Extracted	36596	13139
3015235	cb-ahco3	mmol/l	Source	17594	6058
3034988	cb-ca-ion	mmol/l	Source	1880	745
-1	b-hemoglobiini-a1c	mmol/m	Source	7630	6862
3013603	s-prostataspesifinenantigeeni,kokonais	ug/l	Source	5061	3014
3008486	s-t4-v		Extracted	9405	6818
3000208	fs-e-vit	umol/l	Source	4200	2026
3042585	s-b6-vit	nmol/l	Source	586	522
3028717	fb-b1-vit	ug/l	Source	758	631
3020460	p-crp-oma	mg/l	Source	1613	702
3023323	s-fsh	u/l	Source	14214	11129
3037522	s-anaab		Extracted	512	466
3048689	f-calpro		Extracted	13148	8778
-1	e-rdw,punasolujenkokojakauma	%	Source	25924	5188
3013826	p-glukoosi	mmol/l	Source	9345	5655
3000850	u-levyepiteelisolut	e6/l	Source	8563	4927
3030306	u-pienetepiteelisolut	e6/l	Source	8456	4830
3029937	u-alb-o		Extracted	40531	16053
3035350	u-keto-o		Extracted	44240	16769
3041096	u-eryt-o		Extracted	34266	15049
3009261	u-gluk-o		Extracted	41866	16192
3021601	u-nitr-o		Extracted	38608	16143
3027945	e-retik		Extracted	11851	8112
3005322	p-ige	u/ml	Source	5461	4212
3029080	e-rethe	pg	Source	12083	5595
3022250	p-ld		Extracted	5715	3367
3000012	b-retind		Extracted	1699	1155
40759040	s-c-pep-a	nmol/l	Source	2839	2248
3012413	p-gluk-a2	mmol/l	Source	1481	1210
3011048	b-pyruv	umol/l	Source	395	298
-1	lakt/pyruv		Source	44	38
3013115	b-eosin	e9/l	Source	12142	5154
3002030	l-lymfos	%	Source	83980	17851
3006315	b-basof	e9/l	Source	4729	2384
3019198	b-lymfos	e9/l	Source	4466	2359
3017732	b-neutr	e9/l	Source	7723	3524
3006504	l-eosin	%	Source	82316	17556
3022096	l-basof	%	Source	84273	18009
3018010	l-neutr	%	Source	86908	18776
3025159	l-bla	%	Source	9301	2825
3021440	l-prom	%	Source	9986	3141
3017181	l-myel	%	Source	13362	4297
3002179	l-metam	%	Source	7291	2443
3004809	l-nst	%	Source	7096	2363
3017354	l-nlt	%	Source	7143	2355
3019069	l-mono	%	Source	58379	13204
3046279	s-pct	ug/l	Source	4418	2671
-1	13189	%	Source	557	397
40763082	pf-ld	u/l	Source	4777	3660
3023199	pf-leuk	e6/l	Source	4958	3515
3052649	s-ada	u/l	Source	4092	2990
3009804	pf-cea	ug/l	Source	727	606
3036428	pf-ada	u/l	Source	3544	2819
3035880	pf-ph		Source	1913	1497
3026051	pf-pmn	%	Source	562	398
3023383	pf-laktaat	mmol/l	Source	986	770
-1	pt-ada-ind		Source	568	422
3013803	s-aspfumg	mg/l	Source	685	539
3037522	s-ana	titre	Source	16685	12783
3025271	b-nk	e6/l	Source	5955	2092
3028167	b-cd4	e6/l	Source	3893	1258
3001405	b-cd8	e6/l	Source	3892	1258
40757349	cd4/cd8		Source	3730	1208
3010503	b-cd19	e6/l	Source	3891	1257
3011412	b-cd3	e6/l	Source	3892	1258
1175426	ly-cd3	%	Source	3709	1794
21494815	ly-cd4	%	Source	3709	1794
21494814	ly-cd8	%	Source	3707	1794
3016228	ly-cd19	%	Source	3445	1700
3027831	ly-cd16/56	%	Source	3445	1699
3028308	pf-eryt	e6/l	Source	3474	2500
3020460	b-c-resktiivinenproteiini	mg/l	Source	1192	710
3012516	u-albumiini	mg/l	Source	16272	10871
3000850	u-epit		Extracted	17672	12185
3020460	s-crp-o		Source	1077	613
3020460	s-crp-o		Extracted	658	388
3009201	p-tsh	miu/l	Source	37288	10283
3000963	b-hb		Source	21231	4550
3000330	u-suhti-o		Source	40665	9804
3003434	pf-prot	g/l	Source	7340	5146
3011951	s-aspfume	u/ml	Source	2380	1615
3030981	u-hyalier	e6/l	Source	11469	4232
3026782	u-osmoest	mosm/kgh2o	Source	39549	9689
3030467	u-muulier	e6/l	Source	11537	4270
3023103	p-k-ses	mmol/l	Source	571	149
3019550	p-na-ses	mmol/l	Source	454	141
-1	b-kreases	umol/l	Source	446	142
-1	vb-o2-sis	ml/l	Source	15632	5643
3038515	vp-gluk	mmol/l	Source	10893	4605
3008037	vp-laktaat	mmol/l	Source	10894	4608
3041354	vp-k	mmol/l	Source	10893	4607
3019550	vp-na	mmol/l	Source	10896	4608
3035285	vp-cl	mmol/l	Source	10892	4604
3033705	vp-ca-ion	mmol/l	Source	10808	4527
3020460	b-crp-o		Extracted	282	157
-1	b-rethe	pg	Source	3992	1501
3000012	b-retind	%	Source	9142	4063
3020460	b-crp-o		Source	2842	1135
3023103	p-k-veka	mmol/l	Source	22023	7623
3008037	vb-laktaat	mmol/l	Source	17590	6199
3016431	p-ca(7.4)	mmol/l	Source	23257	8841
3004529	vb-o2-sis	%	Source	14860	5427
3019550	p-na-veka	mmol/l	Source	22025	7620
0	vb-temp	°c	Source	18946	6044
3038515	vb-gluk	mmol/l	Source	16911	5742
40767503	cb-o2-sis	%	Source	7701	3192
3006184	cb-hb	g/l	Source	15173	5591
-1	b-reltnd	osuus	Source	6	6
3019800	b-tnt-o		Source	60	39
3019800	b-tnt-vt	ng/l	Source	149	106
-1	e-mcv(erytrosyytit,keskitilavuus)	fl	Source	26895	9397
-1	b-hkr(erytrosyytit,tilavuusosuus)	osuus	Source	39604	10768
-1	p-tromboplastiiniaika,inr-tulos	inr	Source	6341	1844
3020564	kreatiniini	umol/l	Source	24375	9908
40764999	glomerulussuodosnopeus,estimoitu	ml/min/173m2	Source	46730	14340
