OMOP_CONCEPT_ID	TEST_NAME	MEASUREMENT_UNIT	TEST_OUTCOME	n_TEST_OUTCOME	n_subjects
-1	-respiratorysyncytial-virus,nukleiinihappo(kval)		N	21	19
-1	-respiratorysyncytial-virus,nukleiinihappo(kval),osatutkimus8577		N	10	8
-1	-respiratorysyncytialavirus,nukleiinihaponosoittaminen(kval)		N	204	122
-1	-respiratorysyncytialavirus,nukleiinihaponosoittaminen(kval)		A	6	6
-1	-respiratorysyncytialbvirus,nukleiinihaponosoittaminen(kval)		N	208	125
-1	-respnho		N	390	274
-1	-respnho		A	12	11
-1	-riennho		N	9	9
-1	-riennho		A	25	22
-1	-rievnho		N	350	240
-1	-rievnho		A	120	109
-1	-rino-/enterovirus,nukleiinihappo(kval)		A	24	23
-1	-rino/enterovirus,nho		A	72	57
-1	-rino/enterovirus,nho		N	14	14
-1	-rino/enterovirus,nukleiinihappo		A	30	29
3025023	-rinonho		N	792	494
3025023	-rinonho		A	539	317
-1	-rmiknho		N	12	11
-1	-ro52(ssa)		N	54	52
-1	-ro52ssa		A	10	7
-1	-rp11(ib)		N	30	30
-1	-rp155(ib)		N	30	30
-1	-rs-virus,nukleiinihappo(kval)		A	51	50
-1	-rs-virus,nukleiinihappo(kval)		N	20	20
3001684	-rsvag		N	56	47
3001684	-rsvag		A	9	9
-1	-rsvanho		A	7	7
-1	-rsvbnho		A	9	9
3043924	-rsvnho		N	28938	17254
3043924	-rsvnho		A	1537	1489
-1	-rsvvt		A	31	31
-1	-rvirag		N	434	316
3030692	-rvirnho		N	149	115
3030692	-rvirnho		A	22	21
-1	-s.yht.		L	339	249
-1	-s.yht.	e6	A	209	151
-1	-s.yht.		N	486	444
-1	-s.yht.		A	81	69
-1	-sameus		N	799	650
-1	-scl-70-ab(ib)		N	30	30
-1	-scopulariopsisbrevicaulisnho		N	9	8
-1	-selvittelytyö;eipyyntöä/lähetettä		N	14	14
-1	-selvtyö		N	17	17
-1	-seulontakolonoskopianäytteidenhistologinentutkimus,1-7näytteenottokohtaa		N	60	60
-1	-sien-vr		N	6	6
-1	-sieni,natiivivalmiste		N	208	179
-1	-sieni,natiivivalmiste		A	28	27
-1	-sieni,viljely		A	23	19
-1	-sieni,viljely		N	32	31
-1	-sieni,viljelyjanatiivi		N	8	8
-1	-sieni,värjäys		N	19	19
-1	-sieninho,dermatofyytit,nukleonihappo-osoitus(kval)		N	16	15
-1	-sieniviljely(pi)		N	13	11
-1	-sienlm		N	37	34
-1	-sienna		N	21	20
-1	-sienna		A	52	50
-1	-siennho		N	435	242
-1	-siennho		A	42	37
3000494	-sienvi		N	1503	1234
3000494	-sienvi		A	87	87
0	-sienvr		N	747	670
-1	-siitt.		L	557	321
-1	-siitt.	e6/ml	A	325	193
-1	-siitt.		N	1222	651
-1	-siitt.		A	120	87
-1	-sklerodermatutkimus,immunoblottaus		N	30	30
-1	-slco1b1		N	1450	1403
-1	-solut		N	370	320
-1	-srp		A	6	6
-1	-staphylococcusaureus,metisilliiniresistentti		N	18	13
-1	-staphylococcusaureus,metisilliiniresistentti,jatkoviljely		A	14	6
-1	-staphylococcusaureus,metisilliiniresistentti,v		N	48	44
-1	-stapvi		N	39	37
-1	-staunho		A	33	33
-1	-staupvl		N	41	30
-1	-staupvl		A	6	6
-1	-stauvi		A	123	120
3011363	-stpnag		A	124	116
3011363	-stpnag		N	116	101
3032699	-stpnnho		N	25	25
-1	-strag		N	217	187
-1	-strag		A	9	9
-1	-streptokokki,viljely		A	8	8
3042975	-strjvi		N	1086	960
3042975	-strjvi		A	1236	1054
-1	-strovi		N	9	9
-1	-strvi		A	117	100
-1	-sul.jäl		N	23	13
3043405	-syto		N	354	315
3043405	-syto		AA	696	474
3043405	-syto		A	16	16
-1	-sytokiir		A	19	17
-1	-tbennho		N	78	72
3005702	-tbevi		A	12	7
3014162	-tbnho		N	2451	1690
3014162	-tbnho		A	52	36
3014162	-tbvi		N	184	76
3014162	-tbvi		A	406	163
3042631	-tbvr		N	40	16
3005702	-tbvrvi		N	2632	1873
3005702	-tbvrvi		A	39	32
40763571	-tffesat	%	A	8	7
-1	-th/to(ib)		N	30	30
-1	-tif1y		A	13	9
-1	-tilav.	ml	N	826	639
-1	-tilav.	ml	A	102	86
-1	-tilav.	ml	L	145	119
-1	-tintnho		N	80	72
-1	-tmennho		N	76	71
-1	-toimitusmaksudiagnostisillelainapyynnöille		N	13	13
3006695	-toxonho		N	136	110
-1	-tpmt		N	1450	1403
3004789	-transf	g/l	N	16	15
3004789	-transf		N	65	58
3004789	-transferriini	g/l	N	36	34
-1	-transferriininrautakyllasteisyys	%	N	8	8
-1	-transferriininrautakyllästeisyys	%	N	9	8
40763571	-trfe-sa	%	A	93	57
40763571	-trfe-sa	%	N	32	29
40763571	-trfesat		N	2575	2034
40763571	-trfesat	%	A	4572	3251
40763571	-trfesat	%	N	6136	4423
40763571	-trfesat	%	L	2183	1716
40763571	-trfesat		L	903	702
40763571	-trfesat	%	H	767	583
40763571	-trfesat		A	291	203
40763571	-trfesat		H	136	115
-1	-trich		N	51	43
-1	-trichophytonbenhamiae,nukleiinihappo		N	20	18
-1	-trichophytonbenhamiaenho		N	36	33
-1	-trichophytoninterdigitale,nukleiinihappo		N	20	18
-1	-trichophytoninterdigitale/mentagrophytesnho		N	8	8
-1	-trichophytoninterdigitalenho		N	30	25
-1	-trichophytonmentagrophytes,nukleiinihappo		N	18	16
-1	-trichophytonmentagrophytesnho		N	26	25
-1	-trichophytonrubrum,nukleiinihappo		N	20	18
-1	-trichophytonrubrum,nukleiinihappo(kval)		N	29	29
-1	-trichophytonrubrum,nukleiinihappo(kval)		A	17	16
-1	-trichophytonrubrumnho		N	33	30
-1	-trichophytonrubrumnho		A	40	37
-1	-trichophytonschoenleinii/quinckeanumnho		N	10	9
-1	-trichophytontonsurans,nukleiinihappo		N	20	18
-1	-trichophytontonsuransnho		N	28	25
-1	-trichophytonverrocusumnho		N	16	16
-1	-trichophytonverrucosum,nukleiinihappo		N	20	18
-1	-trichophytonverrucosumnho		N	20	17
-1	-trichophytonviolaceum,nukleiinihappo		N	20	18
-1	-trichophytonviolaceumnho		N	34	31
3025839	-trigly	mmol/l	N	86	61
-1	-trubnho		N	86	80
-1	-trubnho		A	26	21
-1	-trvaag		N	134	126
-1	-trvaag		A	10	9
-1	-trvanho		N	191	178
-1	-ttonnho		N	56	51
-1	-tuberkuloosibakteeri,viljely(sisältääainamyös		A	9	6
-1	-tunnetundna-mutaationtutkimusverestä		N	35	35
-1	-tunnetundna-variantintutkimusverestä		N	10	10
-1	-tvernho		N	78	72
-1	-tvionho		N	78	72
-1	-tyreoglobuliiniva	u/ml	A	12	10
-1	-tyreoglobuliiniva		N	76	54
-1	-unäkö-n		N	362	314
-1	-urpanho		A	32	22
-1	-urpanho		N	12	7
-1	-ururnho		A	27	21
-1	-ururnho		N	21	15
-1	-vainajansäilytys		N	66	66
-1	-verkoh		A	28	23
-1	-virem		N	12	12
3028433	-virvi		A	9	9
3028433	-virvi		N	30	30
-1	-viskos.		N	792	646
-1	-vkorc1		N	1450	1403
-1	-vks/vcs		N	83	59
3023601	-vrevi		A	35	19
3023601	-vrevi		N	365	207
-1	-vzvag		N	11	11
-1	-vzvag		A	50	50
3012202	-vzvnho		A	214	205
3012202	-vzvnho		N	617	548
-1	-väri		N	801	651
-1	-zoonnho		N	631	601
-1	-zoonnho		A	19	18
-1	-zoonoosivirus,nukleiinihappo(kval)		N	20	18
-1	-äitseul		N	95	92
-1	..-chlamydiatrachomatis,nukl.haponos.(kval)		A	20	14
-1	0-näyte	mmol/l	A	11	10
-1	0-näyte	mmol/l	N	6	6
-1	0115pt-mediscreenseulontatutkimus,paketti		N	17	16
-1	0hp-gluk	mmol/l	N	793	582
-1	0mgluk	mmol/l	N	554	327
-1	0mgluk		N	10	10
3048522	0mgluk-r1	mmol/l	N	56	55
-1	0mgluk-r1/0m	mmol/l	N	22	19
-1	0mgluk/0m	mmol/l	N	30	22
-1	0mp-glukoosi,gestaatiorasitus	mmol/l	N	25	19
-1	10081	mmol/l	A	111	22
-1	10101ts-ngscomp		A	8	7
-1	10113rna-fuusiogeenientutkimuskudosnäytteestä		A	8	8
-1	10115ts-oncotype		A	9	9
-1	10299	mmol/l	A	8916	2156
-1	11086	%	N	790	259
-1	11086		N	10	8
-1	11086	%	A	8	7
-1	11092	au/ml	A	31	28
-1	11094	au/ml	A	10	8
-1	11332	ng/l	A	25	15
-1	11392patonäyte(ulkop.lähetys,eitilattavatutkimus)		N	6	6
-1	11649	u/ml	A	8	8
-1	11659	ug/l	A	866	210
-1	11663	umol/l	A	147	115
-1	11784	nmol/l	A	161	142
-1	11821	mosm/kgh2o	A	51	44
-1	11842	u/l	A	27	26
-1	11843	u/l	A	17	16
-1	11844	u/l	A	9	8
-1	11845		A	13	13
-1	11846	u/l	A	36	35
3012413	120mgluk	mmol/l	N	593	362
-1	120mgluk		N	15	14
-1	120mgluk/120m	mmol/l	N	52	39
-1	120minp-glukoosi,gestaatiorasitus	mmol/l	N	25	19
-1	120mp-glu		N	231	207
3012413	120mp-glu	mmol/l	N	51	49
3009035	120mp-gluk	mmol/l	N	508	397
-1	12510	umol/l	A	78	59
-1	13177		A	16	8
-1	14125	e9/l	A	123	79
-1	14125		A	16	11
-1	14248	e9/l	A	19	16
-1	14248		A	12	11
-1	14257	u/ml	A	38	38
-1	14257		A	7	7
-1	14272	e9/l	A	24138	5199
-1	14272		A	1579	956
-1	14273	e9/l	A	157	114
-1	14273		A	6	6
-1	14346		A	92	80
-1	14346	g/l	A	1544	724
-1	14347	g/l	A	615	430
-1	14347		A	16	15
-1	14348	g/l	A	754	497
-1	14348		A	40	36
-1	14349	g/l	A	705	311
-1	14349		A	28	25
-1	14350		A	45	37
-1	14350	g/l	A	781	424
-1	14351	g/l	A	1336	420
-1	14351		A	76	54
-1	14352	g/l	A	1391	233
-1	14352		A	77	53
-1	14353	g/l	A	36	11
-1	14356	mg	A	9	9
-1	14401	ug/l	A	14	10
-1	14518		A	31	31
-1	14568	mmol/l	A	16	14
-1	14638	nmol/l	A	10	10
-1	14659	nmol/l	A	14	13
-1	14804	g/l	A	8	8
-1	21563	%	A	21	7
-1	21585	ug/l	A	444	101
-1	21741	u/ml	A	27	24
-1	21758		A	13	12
-1	21767	u/ml	A	37	37
-1	21777	mg/l	A	140	138
-1	21792	mg	A	315	208
-1	21904	ml/min/173m2	A	717	455
-1	21909		A	7	7
-1	22102	nmol/l	A	95	79
-1	2575ts-resepto		A	90	85
-1	2h	mmol/l	A	7	6
-1	2h	mmol/l	N	9	9
3012413	2hgluk	mmol/l	N	15	14
-1	4043ts-padgast		A	16	10
-1	4049ln-pad		A	37	25
-1	4054ts-pad-1		A	424	337
-1	4056ts-pad-3		A	293	235
-1	4061bm-pad		A	14	11
-1	4191ts-pad-ih		A	379	293
-1	4192ts-pad-is		A	8	8
-1	4194ts-pad-4		A	33	28
-1	4721ts-her2ish		A	36	36
-1	4763ts-padpros		A	73	73
-1	4764ts-padcolo		A	35	33
-1	4765ln-padsent		A	20	19
-1	5381	mmol/l	A	444	299
-1	5382		A	198	152
-1	5382	mmol/l	A	217	132
-1	5384	g/l	A	378	267
-1	5385	mmol/l	A	237	191
-1	5386	mmol/l	A	200	168
-1	5386		A	111	81
-1	5388	g/l	A	250	200
-1	5389	mmol/l	A	292	122
-1	5400		A	229	84
-1	5400	mmol/l	A	42	33
-1	5408	mmol/l	A	345	269
-1	5409	mmol/l	A	21	18
3015024	60mgluk	mmol/l	N	524	307
-1	60mgluk		N	21	21
-1	60mgluk/60m	mmol/l	N	30	22
-1	60minglukoosi,gestaatiorasitus	mmol/l	N	25	19
-1	6144ts-padbrea		A	41	25
-1	6146br-pad-4		A	86	76
-1	6147gi-pad-4		A	84	46
-1	6148lu-pad-4		A	41	26
-1	6149ug-pad-4		A	41	40
-1	6274ts-pad-pnb		A	8	7
-1	6430s-kol-hdlosatutk.	mmol/l	N	7	6
-1	6629		N	22	21
-1	6630		N	123	114
-1	6630		A	422	369
-1	6631		N	23	22
-1	6633		N	95	22
-1	6639		N	38	33
-1	6643		N	6	6
-1	6646		N	9	8
-1	6650		N	6	6
-1	6651		N	6	6
-1	6656		N	7	7
-1	6657		N	7	7
-1	6659		A	12	10
-1	6667		N	20	20
-1	6670		N	49	46
-1	6670		H	6	6
-1	6670	u/ml	H	6	6
-1	6673		N	6	6
-1	6674		N	8	8
-1	6675		N	10	9
-1	6676		A	12	12
-1	6676		N	43	40
-1	6686		N	91	85
-1	6690		N	8	7
-1	6697		N	277	224
-1	6697	titre	A	16	7
-1	6701		N	30	29
-1	6702		N	403	380
-1	6702	u/ml	H	14	11
-1	6704		N	449	423
-1	6704	u/ml	H	18	16
-1	6704		H	11	9
-1	6705		N	99	80
-1	6705		A	54	45
-1	6708		N	249	240
-1	6708		A	28	27
-1	6709		N	28	28
-1	6713		N	11	11
-1	6714		N	115	108
-1	6714		A	8	8
-1	6724		N	15	13
-1	6730		N	242	125
-1	6736		A	11	11
-1	6737		N	47	45
-1	6738		N	18	16
-1	6739		N	18	16
-1	6740		N	18	16
-1	6741		N	18	16
-1	6742		A	6	6
-1	6806	umol/l	N	3266	3040
-1	6806	umol/l	H	453	369
-1	6806	umol/l	L	73	71
-1	6808	mg/l	H	49	46
-1	6808	mg/l	N	213	209
-1	6812	mg/l	N	42	42
-1	6812	mg/l	H	11	11
-1	6812		N	13	13
-1	6817		N	6	6
-1	6818	%	N	676	653
-1	6818	%	H	29	28
-1	6818	%	A	8	8
-1	6820		A	123	123
-1	7907	mmol/l	A	15	15
-1	7907	mmol/l	N	57	57
-1	7908	mmol/l	A	8	8
-1	7908	mmol/l	N	32	32
-1	7910	mmol/l	N	17	17
-1	7910		N	16	16
-1	8595		A	66	15
-1	8633		A	66	65
-1	8635		A	53	52
-1	8656		A	59	44
-1	8657		A	9	9
-1	8659		A	12	12
-1	8665		A	30	24
-1	8667		A	60	50
-1	8668		A	10	8
-1	8669		A	110	101
-1	8670		A	22	21
-1	8692		A	7	6
-1	8818		A	203	166
-1	8819		A	6	6
-1	8824		A	151	127
-1	8826		A	93	75
-1	8830		A	65	62
-1	8836		A	1134	1027
-1	9052fs-työterveyshuollonperuspaketti		N	11	10
-1	9052mk4-7,työterveyshuollonperuspaketti		N	8	7
-1	9120e-punasolujenkokojakauma	%	N	6	6
-1	9120e-punasolujenkokojakaumaosatutk.	%	N	82	56
-1	99112367s-mycoplasmapneumoniae,iggvasta-aineet	eiu	N	9	8
-1	99112367s-mycoplasmapneumoniae,igmvasta-aineet		N	11	10
-1	99112764fl-clue-solut		N	25	20
-1	99112764fl-hiiva-natiivivalmiste		N	25	20
-1	99112764fl-tricomonas,natiivivalmiste		N	25	20
-1	99113552s-borrelia,iggvasta-aineet		N	17	16
-1	99113552s-borrelia,igmvasta-aineet		N	17	16
-1	99114816u-chlamydiatrachomatis,nho		N	13	11
-1	99114816u-neisseriagonorrhoeae,nho		N	13	11
-1	99114955s-chlamydiapneumoniae,iggvasta-aineet	eiu	N	8	7
-1	99114955s-chlamydiapneumoniae,igmvasta-aineet		N	12	11
-1	99119289fev		N	13	10
-1	99119289tehostettuuloshengitystilavuus1s:ssa		N	13	10
-1	99119289tehostettuvitalikapasiteetti		N	13	10
-1	99119540fev/brdil		N	13	10
-1	99119540fev1/brdil		N	13	10
-1	99119540fvc/brdil		N	13	10
-1	99119563no/papapapa-näytteenotto1		N	7	6
-1	9916c-reaktiivinenproteiini,plasmasta		N	12	12
-1	9928aspartaattiaminotransferaasi,plasmasta		N	7	6
-1	9944ts-ngssca1		A	27	23
-1	9989glutamyylitransferaasi,plasmasta		N	25	21
-1	:glutamyylitransferaasi-desialotransferriini-indeksi		H	73	49
-1	aa/epasuhdeluku		N	314	253
3008152	ab-ahco3	mmol/l	A	26066	5518
3008152	ab-ahco3		A	5436	1055
3041008	ab-ahco3vt	mmol/l	A	28	24
3041008	ab-ahco3vt		A	49	40
3008152	ab-aktuaalibikarbonaatti	mmol/l	N	2470	1136
3008152	ab-aktuaalibikarbonaatti	mmol/l	A	4316	1340
3008152	ab-aktuaalibikarbonaatti	mmol/l	L	375	156
3008152	ab-aktuaalibikarbonaatti	mmol/l	H	435	166
-1	ab-arteriaverikaasuanalyysi		N	23	21
3003396	ab-be	mmol/l	A	53785	12490
3003396	ab-be		A	25636	8111
3003396	ab-be	mmol/l	N	121660	14707
3003396	ab-be	mmol/l	H	70715	8240
3003396	ab-be	mmol/l	L	44264	6961
3003396	ab-be		L	536	276
3003396	ab-be		H	708	213
3003396	ab-be		N	52	45
3003396	ab-be	mmol/l	HH	132	34
-1	ab-be-vt		A	77	62
-1	ab-be-vt	mmol/l	A	19	13
-1	ab-bepika		A	6	6
3014218	ab-bikarbonaatti	mmol/l	L	101	77
3014218	ab-bikarbonaatti	mmol/l	H	144	87
3014218	ab-bikarbonaatti	mmol/l	A	96	73
-1	ab-bio-0		N	162	152
-1	ab-ca++		A	24	21
3016431	ab-ca++7.4	mmol/l	A	550	329
3016431	ab-ca-i7.4	mmol/l	A	32424	5252
3016431	ab-ca-i7.4		A	5388	905
3021347	ab-caionvt	mmol/l	A	25	23
-1	ab-caionvt		A	43	29
3014576	ab-cl	mmol/l	A	193	105
-1	ab-emäsylimäärä		N	327	155
3003396	ab-emäsylimäärä	mmol/l	A	4134	1553
-1	ab-emäsylimäärä		A	2386	827
3003396	ab-emäsylimäärä	mmol/l	H	951	376
3003396	ab-emäsylimäärä	mmol/l	N	1615	997
-1	ab-emäsylimäärä		L	821	320
-1	ab-erytrosyytit,tilavuusosuus	osuus	L	165	117
-1	ab-erytrosyytit,tilavuusosuus	osuus	H	22	21
-1	ab-erytrosyytit,tilavuusosuus	osuus	A	16	14
3044242	ab-gluk	mmol/l	A	2411	1244
-1	ab-gluk		A	40	34
-1	ab-glukoosi	mmol/l	H	61	38
-1	ab-happamuusaste		N	63	61
-1	ab-happamuusaste		A	473	294
-1	ab-happamuusaste,lämpötilakorjattu		L	51	36
-1	ab-happamuusaste,lämpötilakorjattu		H	116	100
-1	ab-happamuusaste,lämpötilakorjattu		A	13	13
-1	ab-happikyllästeisyys	%	A	214	81
-1	ab-happikyllästeisyys(hemoglobiini)	%	A	194	164
-1	ab-happikyllästeisyys(hemoglobiini)	%	N	17	15
-1	ab-happikyllästeisyys(hemoglobiini),eitilattava	%	N	633	228
-1	ab-happikyllästeisyys(hemoglobiini),eitilattava	%	A	5160	1363
-1	ab-happikyllästeisyys(hemoglobiini),eitilattava	%	L	129	60
-1	ab-happikyllästeisyys(hemoglobiini),eitilattava	%	H	749	224
-1	ab-happikyllästeisyys(hemoglobiinin,osuustoimin	%	A	45	23
-1	ab-happiosapaine	kpa	A	238	186
-1	ab-happiosapaine	kpa	N	16	15
-1	ab-happiosapaine	kpa	L	8	6
-1	ab-happiosapaine,lämpötilakorjattu	kpa	L	285	195
-1	ab-happiosapaine,lämpötilakorjattu	kpa	H	61	51
3002173	ab-hb	g/l	N	57326	10651
3002173	ab-hb	g/l	L	179010	11782
3002173	ab-hb	g/l	A	6043	2252
3002173	ab-hb	g/l	H	1552	544
3002173	ab-hb		N	77	52
3028653	ab-hb-co	%	N	198434	15005
3028653	ab-hb-co	%	H	15602	3020
3028653	ab-hb-co	%	L	23718	3882
3028653	ab-hb-co	%	A	285	204
3028653	ab-hb-co		N	80	55
3028653	ab-hb-co		A	77	38
3006217	ab-hb-met	%	N	234440	16827
3006217	ab-hb-met	%	L	5319	1611
3006217	ab-hb-met		N	43	31
3006217	ab-hb-met	%	A	41	21
3006217	ab-hb-met	%	H	1056	250
3006217	ab-hb-met		A	26	26
3002173	ab-hb-vt	g/l	A	80	59
3016502	ab-hb02sat	%	A	343	147
3002173	ab-hblask	g/l	N	27	7
3014007	ab-hbo2	%	N	145950	15036
3014007	ab-hbo2	%	L	70357	9315
3014007	ab-hbo2	%	H	21266	5866
3014007	ab-hbo2	%	A	6009	2746
3014007	ab-hbo2		N	83	59
3016502	ab-hbo2sat	%	A	60111	16381
3016502	ab-hbo2sat		A	5451	1397
3016502	ab-hbo2sat	%	L	5586	1775
3016502	ab-hbo2sat	%	N	1419	788
3016502	ab-hbo2sat		L	65	50
3016502	ab-hbo2sat	%	H	55	46
3016502	ab-hbo2sat	%	HH	205	105
3016502	ab-hbo2sat		N	9	9
3016502	ab-hbo2svt	%	A	39	33
3016502	ab-hbo2svt		A	44	37
3008152	ab-hco3	mmol/l	A	3195	1427
3008152	ab-hco3		A	98	67
3014218	ab-hco3-st	mmol/l	N	118697	14296
3014218	ab-hco3-st	mmol/l	H	77242	8492
3014218	ab-hco3-st	mmol/l	L	43756	6508
3014218	ab-hco3-st	mmol/l	A	9201	4258
3014218	ab-hco3-st		H	715	214
3014218	ab-hco3-st		L	366	188
3014218	ab-hco3-st		N	101	75
3014218	ab-hco3-st		A	207	167
3019060	ab-he-tase		N	1079	745
3041008	ab-he-tase,ab-hco3	mmol/l	N	7	7
3041008	ab-he-tase,ab-hco3	mmol/l	H	9	7
-1	ab-he-tase,ab-k	mmol/l	N	9	8
-1	ab-he-tase,ab-pco2	kpa	N	7	7
-1	ab-he-tase,ab-ph		H	8	7
-1	ab-he-tase,ab-ph		N	8	6
-1	ab-he-tase,ab-po2	kpa	N	7	7
-1	ab-he-tase,ab-po2	kpa	L	9	6
3002173	ab-hemoglobiini	g/l	L	1239	374
3002173	ab-hemoglobiini	g/l	N	479	211
3002173	ab-hemoglobiini	g/l	A	3905	882
3002173	ab-hemoglobiini	g/l	H	28	23
-1	ab-hemoglobiini,hiilimonoksidi	%	H	97	63
-1	ab-hemoglobiini,kokonais-	g/l	A	118	43
1001509	ab-het-ion		N	1064	720
1001509	ab-het-ion		A	8	7
-1	ab-het-oks		N	247	187
-1	ab-hetasel		N	8	8
-1	ab-hetiogl		N	15	10
-1	ab-hiilidioksidiosapaine	kpa	N	61	58
-1	ab-hiilidioksidiosapaine	kpa	A	141	112
-1	ab-hiilidioksidiosapaine,lämpötilakorjattu	kpa	L	166	128
-1	ab-hiilidioksidiosapaine,lämpötilakorjattu	kpa	H	67	35
3028653	ab-hiilimonoksidi-hb	%	N	2181	1062
3028653	ab-hiilimonoksidi-hb	%	A	61	35
3028653	ab-hiilimonoksidi-hb		A	28	18
-1	ab-hkr	osuus	A	338	221
3009542	ab-hkr		A	70	63
3043409	ab-k	mmol/l	A	159	112
-1	ab-k		A	9	9
-1	ab-kalium	mmol/l	H	41	26
-1	ab-kalium	mmol/l	L	36	31
3016431	ab-kalsium,ionisoitunut,ph7.4-korjattu	mmol/l	N	653	259
3016431	ab-kalsium,ionisoitunut,ph7.4-korjattu	mmol/l	A	4364	1108
3016431	ab-kalsium,ionisoitunut,ph7.4-korjattu	mmol/l	H	77	58
3016431	ab-kalsium,ionisoitunut,ph7.4-korjattu	mmol/l	L	752	174
-1	ab-kalsium,ionisoitunut,ph7.4:ssa	mmol/l	L	209	147
-1	ab-kloridi	mmol/l	L	47	32
-1	ab-kloridi	mmol/l	H	30	25
3000963	ab-kokonaishemoglobiini,verikaasuanalysaattorista	g/l	A	1529	736
3000963	ab-kokonaishemoglobiini,verikaasuanalysaattorista	g/l	N	803	506
3000963	ab-kokonaishemoglobiini,verikaasuanalysaattorista	g/l	H	49	34
3000963	ab-kokonaishemoglobiini,verikaasuanalysaattorista	g/l	L	682	242
-1	ab-kokonaishemoglobiiniverikaasuanalysaattorista	g/l	A	14	8
-1	ab-krea-hy	umol/l	A	20	17
3018405	ab-laktaat	mmol/l	A	1688	1094
3018405	ab-laktaat		A	24	21
-1	ab-laktaatti	mmol/l	L	57	48
-1	ab-laktaatti	mmol/l	H	103	78
-1	ab-methemoglobiini	%	N	2091	1042
-1	ab-methemoglobiini	%	A	142	92
-1	ab-methemoglobiini		A	56	50
-1	ab-na	mmol/l	A	439	261
-1	ab-natrium	mmol/l	L	129	91
-1	ab-natrium	mmol/l	H	29	22
3017569	ab-o2-sis	%	A	2524	976
3017569	ab-o2-sis	%	N	113	84
-1	ab-o2-sis	ml/l	A	204	155
40762366	ab-o2-vol	%	A	38410	5080
40762366	ab-o2-vol	%	L	155967	12025
40762366	ab-o2-vol	%	N	25321	6279
40762366	ab-o2-vol		N	29	28
40762366	ab-o2-vol	vol%	A	795	225
40762366	ab-o2-vol		A	4867	627
40762366	ab-o2-vol	%	H	419	169
3014007	ab-o2hb	%	A	1151	447
3016502	ab-o2sat	%	N	113313	13123
3016502	ab-o2sat	%	H	66749	10473
3016502	ab-o2sat	%	L	60145	8544
3016502	ab-o2sat	%	A	835	456
3016502	ab-o2sat		N	79	55
3016502	ab-o2sat		L	66	58
3016502	ab-o2sat		A	15	12
-1	ab-o2sat1	%	N	20	20
-1	ab-o2sat2	%	N	18	18
3027946	ab-pco2	kpa	A	49919	16707
3027946	ab-pco2	kpa	N	160731	17333
3027946	ab-pco2	kpa	H	44480	8429
3027946	ab-pco2	kpa	L	50779	8854
3027946	ab-pco2		A	3590	1199
3027946	ab-pco2	kpa	HH	1284	302
3027946	ab-pco2		H	509	146
3027946	ab-pco2		N	50	49
3027946	ab-pco2		L	622	374
3027946	ab-pco2		HH	69	24
3027946	ab-pco2	kpa	LL	188	98
3045156	ab-pco2(t)	kpa	A	2153	775
-1	ab-pco2(t)		A	25	22
-1	ab-pco2-vt	kpa	A	51	43
-1	ab-pco2-vt		A	82	57
3019977	ab-ph	ph	A	48785	14953
-1	ab-ph		N	144601	17324
-1	ab-ph	form	A	454	215
-1	ab-ph		A	13100	4576
-1	ab-ph		H	68423	10398
3019977	ab-ph	ph	H	749	410
-1	ab-ph		L	41640	8726
3019977	ab-ph	ph	N	381	194
3019977	ab-ph	ph	L	385	146
3019977	ab-ph(t)		A	2016	714
-1	ab-ph-vt		A	102	71
-1	ab-phpika		A	10	10
3027801	ab-po2	kpa	A	89649	23919
3027801	ab-po2	kpa	H	107511	15019
3027801	ab-po2	kpa	N	93977	13236
3027801	ab-po2	kpa	L	56074	9756
3027801	ab-po2	kpa	HH	385	236
3027801	ab-po2		A	7737	1971
3027801	ab-po2	kpa	LL	1212	842
3027801	ab-po2		L	888	425
3027801	ab-po2		N	53	53
3027801	ab-po2		H	372	186
3027801	ab-po2		LL	119	83
3022803	ab-po2(t)	kpa	A	3050	1113
-1	ab-po2(t)		A	34	31
-1	ab-po2-vt	kpa	A	77	56
-1	ab-po2-vt		A	121	80
-1	ab-sbc	mmol/l	A	63	40
3008152	ab-shco3	mmol/l	A	20971	5500
3008152	ab-shco3	mmol/l	L	1511	510
3008152	ab-shco3	mmol/l	H	4798	956
3008152	ab-shco3		H	31	19
3008152	ab-shco3		L	13	13
3008152	ab-shco3		A	9	6
3014218	ab-standardibikarbonaatti	mmol/l	A	1572	900
3014218	ab-standardibikarbonaatti	mmol/l	N	1317	826
3014218	ab-standardibikarbonaatti	mmol/l	L	341	150
3014218	ab-standardibikarbonaatti	mmol/l	H	350	157
-1	ab-standardibikarbonaatti		N	10	10
3002173	ab-thb	g/l	A	25919	4998
3002173	ab-thb	g/l	L	6535	1056
3002173	ab-thb	g/l	H	343	161
-1	ab-thb		A	13	10
-1	ab-thb		L	6	6
-1	ab-thb-	g/l	A	100	21
40762365	ab-to2c	ml/dl	A	1414	402
3019060	ab-vekaas		N	48	46
-1	ab-vekaas5,agapk	mmol/l	N	10	10
-1	ab-vekaas5,be(ecf)	mmol/l	N	7	7
-1	ab-vekaas5,ca++	mmol/l	N	7	7
-1	ab-vekaas5,ca++	mmol/l	L	7	7
3041008	ab-vekaas5,chco3-	mmol/l	N	11	10
-1	ab-vekaas5,chgb	g/l	L	8	7
-1	ab-vekaas5,chgb	g/l	N	6	6
