OMOP_CONCEPT_ID	TEST_NAME	MEASUREMENT_UNIT	MEASUREMENT_UNIT_HARMONIZED	omopQuantity	CONVERSION_FACTOR	n_records	n_subjects
-1	u-ery					3787	2081
3037121	u-prot			Mass Concentration		24842	10498
-1	u-nitur					3786	2082
3020460	crp			Mass Concentration		11659	4350
0	u-inf					51515	20048
4146454	p-omagluk			-		12127	4372
-1	ihopisto	mmol/l				4075	1972
-1	kiirelisä					3945	3365
4035726	ts-pad-ih			-		51942	36960
-1	ts-värj					4813	3910
0	lisävast					15115	11167
3013512	pt-ekg-atk			Finding		299923	63666
3007853	pu-baktvi2			Presence or Identity		97268	54801
3002256	ts-pad-3			Finding		77007	59156
-1	13983					238	132
40771025	p-d-25	nmol/l	nmol/l	Substance Concentration	1	55698	35179
706163	cv19nho			Presence or Threshold		71361	36183
-1	13983	ug/l				861	326
3002385	b-erytrosyytit,tilavuusosuus	ratio	%	Ratio	100	292478	66365
3010813	b-leukosyytit	e9/l	e9/l	Number Concentration	1	370214	82454
0	b-perusverenkuva+trombosyytit					114189	38315
40764999	pt-glomerulussuodusnopeus,estimoitu,ckd-epi-kaava	ml/min/173m2	ml/min/173m2	Volume Rate/Area	1	15424	4819
3020564	p-kreatiniini	umol/l	umol/l	Substance Concentration	1	116933	38268
3012516	u-albumiini			Mass Concentration		9176	7388
3009508	u-kreatiniini	mmol/l	mmol/l	Substance Concentration	1	25030	16744
40771025	p-d-vitamiini-25-oh	nmol/l	nmol/l	Substance Concentration	1	1605	1484
40764999	pt-glomerulussuodosnopeus,estimoitu,ckd-epi-kaava	ml/min/173m2	ml/min/173m2	Volume Rate/Area	1	202854	42367
3043405	-syto			Presence or Identity		5394	3930
4281824	as-syto			-		5203	4517
3051714	b-fidd-o	mg/l	mg/l	Mass Concentration	1	814	627
3019800	b-tnt-o			Mass Concentration		14299	8904
3020460	-crp-pika			Mass Concentration		307	213
3023103	k-pika	mmol/l	mmol/l	Substance Concentration	1	1408	726
3019550	na-pika	mmol/l	mmol/l	Substance Concentration	1	1412	725
3006442	krea-pika	umol/l	umol/l	Substance Concentration	1	1294	623
3021614	s-rf			Arbitrary Concentration		27495	24355
3008230	s-borrab			Arbitrary Concentration		41309	30773
3016888	s-borrabg			Arbitrary Concentration		35299	28584
3008230	s-borrabm			Arbitrary Concentration		31114	25431
3005772	p-bil-kj	umol/l	umol/l	Substance Concentration	1	124813	42916
3041942	s-ccpab			Arbitrary Concentration		62370	50783
3002385	e-punasolujenkokojakauma	%	%	Ratio	1	196955	51621
3021236	s-ast	iu/ml	iu/ml	Arbitrary Concentration	1	2042	1866
3052851	-h-ind			Arbitrary Concentration		39221	12427
3037522	s-ana			Titer		67130	52036
3008898	ly-hlab27			Presence or Threshold		18492	17298
3005011	s-chlaab			Titer		980	626
3036071	s-salmab			Titer		1649	1507
-1	s-yersab					1821	1709
-1	s-campab					1766	1598
-1	s-campabg	titre				418	389
-1	s-campabm	titre				543	510
-1	s-chtrabm					688	643
-1	s-borrabm	responseequivalent/ml				2780	2162
-1	s-chtrabg					1331	1267
1175715	s-chpnabm			Presence or Threshold		7630	6881
3012741	s-chpnabg	titre		Titer		435	387
-1	s-campaba	titre				480	455
-1	s-yerp1ab					1407	1337
-1	s-yerp3ab					1509	1430
-1	s-w-h:a					1086	1021
-1	s-o4.5.12					1141	1078
-1	s-w-o9.12					908	866
-1	s-w-o6.7					986	929
-1	s-w-h:d					943	900
-1	s-w-h:b	titre				311	294
-1	s-w-h:i	titre				215	200
-1	s-w-h:g.m	titre				108	100
-1	s-yer3ab					1294	1242
-1	s-yer9ab					1443	1376
3030905	b-liuskat	e9/l	e9/l	Number Concentration	1	28125	8521
3032035	l-liuskat	%	%	Number Fraction	1	31496	8829
3018010	l-neutrofiilit,automaatio	%	%	Number Fraction	1	19269	7958
3019069	l-monosyytit,automaatio	%	%	Number Fraction	1	19268	7957
3021589	erytroblastit			Number Concentration		6026	4130
3002030	l-lymfosyytit,automaatio	%	%	Number Fraction	1	19274	7959
-1	pt-enmg-3					4477	3994
0	pt-enmg-2					11565	9911
-1	-mrsanho					57	51
-1	s-cv19ab					3684	3280
-1	s-covid-19-koronavirustauti,iga-vasta-aineet					2499	2214
-1	s-covid-19-koronavirustauti,igg-vasta-aineet					2502	2217
3003785	s-cea	ug/l	ug/l	Mass Concentration	1	87770	23242
3020961	s-emaba			Titer		25938	23197
3004410	b-hb-a1c	mmol/mol	mmol/mol	Mass fraction	1	7611	3520
3050380	pt-papa-2			Finding		16025	10447
3025547	s-tyglab			Arbitrary Concentration		7187	2856
3027238	s-tpoab	iu/ml	iu/ml	Arbitrary Concentration	1	7169	6165
3017044	s-tshrab			Arbitrary Concentration		14799	9392
3026989	p-t3-v	pmol/l	pmol/l	Substance Concentration	1	73859	19871
3015377	p-ca	mmol/l	mmol/l	Substance Concentration	1	398661	101448
-1	p-fidd-opi					47	43
3019800	p-tntpika			Mass Concentration		998	732
3024354	vb-po2	kpa	kpa	Partial pressure	1	134116	37173
3036481	p-korsol	nmol/l	nmol/l	Substance Concentration	1	51458	22609
3004529	vb-hbo2sat	%	%	Partial pressure	1	71454	21371
40757494	cb-bil			Substance Concentration		4233	1918
3014111	p-laktaat	mmol/l	mmol/l	Substance Concentration	1	21546	7393
3010517	vb-hb-co	%	%	Mass fraction	1	63056	20050
3024889	vb-hb-met	%	%	Mass fraction	1	62766	19932
3027273	vb-shco3	mmol/l	mmol/l	Substance Concentration	1	21019	6903
3004119	vb-thb	g/l	g/l	Mass Concentration	1	31101	11284
3000991	vb-vekaasl			-		20221	6710
3013115	b-eosinofiilit	e9/l	e9/l	Number Concentration	1	51900	20234
3026361	b-erytrosyytit	e12/l	e12/l	Number Concentration	1	324095	72924
3024731	e-erytrosyytit,keskitilavuus	fl	fl	Entitic volume	1	101085	30519
3000963	b-hemoglobiini	g/l	g/l	Mass Concentration	1	172668	50720
3003338	e-hemoglobiini,keskimassakonsentraatio	g/l	g/l	Mass Concentration	1	111182	32527
3035941	e-hemoglobiini,keskimassa	pg	pg	Entitic mass	1	57790	25349
3010813	fb-leukosyytit	e9/l	e9/l	Number Concentration	1	53953	21331
3007461	b-trombosyytit	e9/l	e9/l	Number Concentration	1	323143	74122
3006315	b-basofiilisetleukosyytit	e9/l	e9/l	Number Concentration	1	25299	9991
3019198	b-lymfosyytit	e9/l	e9/l	Number Concentration	1	51684	19174
3017732	b-neutrofiilit	e9/l	e9/l	Number Concentration	1	74595	22802
-1	b-täydellinenverenkuva					22505	8780
3020460	c-reaktiivinenproteiini	mg/l	mg/l	Mass Concentration	1	7963	3524
3009201	p-tyreotropiini	mu/l	mu/l	Arbitrary Concentration	1	31675	20568
-1	punasolujenkoonvaihtelu	%				2026	1336
3021589	b-erytroblastit,absoluuttiset,automaattidiffi	e9/l	e9/l	Number Concentration	1	6497	3824
-1	pt-virtaustilavuus-spirometriajabronkodilaatiokoe,eilausuntoa					537	511
-1	sy-kiteet(kval)					668	551
-1	sy-ulkonäkö(kval)					271	241
3000475	sy-leukosyytit	e6/l	e6/l	Number Concentration	1	174	153
-1	sy-neutrofiilitjaeosinofiilit	%				295	243
-1	sy-mononukleaarisetsolut	%				314	262
3009035	p-b12-vit	pmol/l	pmol/l	Substance Concentration	1	37066	24924
3019225	ph	ph		Log molar concentration		115644	28728
3016431	ca++/7.40	mmol/l	mmol/l	Substance Concentration	1	98719	25291
3021347	ca-ion	mmol/l	mmol/l	Substance Concentration	1	99169	25286
3007220	p-ck			Catalytic Concentration		22249	15283
3016431	p-ca-ion			Substance Concentration		93223	24248
3019309	fe-folaat			Substance Concentration		48435	29009
42870365	b-crp			Mass Concentration		6215	4068
3021347	fs-ca-ion			Substance Concentration		44580	20597
3005895	p-myogl	ug/l	ug/l	Mass Concentration	1	34560	15028
-1	infnho					765	674
46235759	infbnho			Presence or Threshold		34601	17241
3044938	infanho			Presence or Threshold		12406	6968
36031861	np-pkorsi			-		11498	7311
3044254	rsvnho			Presence or Threshold		29562	15789
-1	14272	e9/l				78909	9362
3017732	b-neutrofiilit,erillistutkimuksena	e9/l	e9/l	Number Concentration	1	1653	590
3022217	p-tromboplastiiniaika,inr-tulostus	inr	inr	Relative time	1	37226	6016
-1	fs-kalsium,ionisoitunut					6165	4046
0	p-happamuusaste(ionis.ca)					27251	10679
3016431	fs-ca-ion/ph7.40	mmol/l	mmol/l	Substance Concentration	1	27029	10625
3021347	s-kalsium,ionisoitunut	mmol/l	mmol/l	Substance Concentration	1	33412	14094
3021960	fs-folaat	nmol/l	nmol/l	Substance Concentration	1	163947	103586
3037467	u-kemiallinenseulonta			-		34293	18927
3026008	u-bakteeri,viljely			Presence or Identity		37705	19886
-1	covid-19koronavirus,2019-ncov,pcr-tutkimus					5798	3936
-1	influenssavirus,nukleiinihaponosoitus					38	38
-1	influenssab-virus,nukleiinihappo(kval)					2575	2103
-1	influenssaa-virus,nukleiinihappo(kval)					4276	2732
-1	covid-19koronavirus,2019-ncov,sekvensointi					39	39
3015399	p-tfr	mg/l	mg/l	Mass Concentration	1	152625	68847
3021960	fs-folaat			Substance Concentration		39159	27881
3048816	s-ca(7.4)	mmol/l	mmol/l	Substance Concentration	1	116006	29440
3013742	p-prealb	g/l	g/l	Mass Concentration	1	17748	10004
3018418	s-ph(akt)	ph	ph	Log molar concentration	1	97626	24330
3021589	b-erytroblastit	e9/l	e9/l	Number Concentration	1	151903	27027
-1	b-perusverenkuva					58206	14523
3045716	p-angap	mmol/l	mmol/l	Substance Concentration	1	4593	2525
3023081	hemoglobiini,hiilimonoksidi,veri	%	%	Mass fraction	1	3801	2112
-1	methemoglobiini,veri	%				4105	2227
-1	happamuusaste,laskimoveri					2890	1613
-1	kalium(verikaasulaite),plasma	mmol/l				3811	2117
3014576	kloridi,plasma	mmol/l	mmol/l	Substance Concentration	1	4201	2262
3008037	laktaatti(verikaasulaite),laskimoveri	mmol/l	mmol/l	Substance Concentration	1	3272	1902
3016431	kalsium,ionisoitunut(7.4),plasma	mmol/l	mmol/l	Substance Concentration	1	4136	2271
-1	verikaasut,elektrolyytitym.(osasto),laskimoveri					1566	1113
-1	happisisältö,laskimoveri	%				3559	1984
3019550	natrium(verikaasulaite),plasma	mmol/l	mmol/l	Substance Concentration	1	3815	2117
-1	bikarbonaatti(aktuaali),laskimoveri	mmol/l				3586	1993
-1	emäsylimäärä,laskimoveri					1506	855
3020891	potilaanlämpötila	°c		Temperature		5156	2673
-1	hemoglobiini(totaali),laskimoveri	g/l				3479	1960
-1	glukoosi(verikaasulaite),laskimoveri	mmol/l				3275	1901
3022217	tromboplastiiniaika,inr-tulostus	inr	inr	Relative time	1	9382	2334
40764999	glomerulussuodosnopeus,estimoitu,ckd-epi-kaava	ml/min/173m2	ml/min/173m2	Volume Rate/Area	1	58182	13908
3044242	glukoosi(verikaasulaite),valtimoveri	mmol/l		Substance Concentration		545	312
-1	happamuusaste,valtimoveri					753	423
-1	happisisältö,valtimoveri	%				816	443
-1	laktaatti(verikaasulaite),valtimoveri	mmol/l				531	298
3014218	bikarbonaatti(aktuaali),valtimoveri	mmol/l	mmol/l	Substance Concentration	1	838	459
-1	emäsylimäärä,valtimoveri					451	289
3002173	hemoglobiini(totaali),valtimoveri	g/l	g/l	Mass Concentration	1	817	443
-1	verikaasut,elektrolyytitym.,valtimoveri					568	325
-1	4194ts-pad-4					211	199
-1	6147gi-pad-4					124	77
-1	b-bakteeri,viljelyverestä					3706	1755
3023368	b-baktjvi			Presence or Identity		27388	13238
40764999	glomerulussuodosnopeus,estimoitu,ckd-epi-kaava			Volume Rate/Area		1767	1230
3026361	b-erytrosyytit			Number Concentration		2068	1592
3002385	b-erytrosyytit,tilavuusosuus			Ratio		12484	4155
3002385	e-punasolujenkokojakauma			Ratio		1690	895
3021589	b-erytroblastit			Number Concentration		11762	4482
3010813	b-leukosyytit			Number Concentration		15026	7592
3007461	b-trombosyytit			Number Concentration		9897	5451
3029937	u-albumiini(kval)			Presence or Threshold		42568	20203
3035350	u-asetoniaineet(kval)	estimate	estimate	Presence or Threshold	1	16819	9305
3045424	u-erytrosyytit(kval)			Presence or Threshold		33857	15704
3009261	u-glukoosi(kval)			Presence or Threshold		50794	25738
-1	virtsankemiallinenseulonta					12406	6599
3045414	u-leukosyytit(kval)			Presence or Threshold		48917	24034
3021601	u-nitriitti(kval)	estimate	estimate	Presence or Threshold	1	14979	8749
-1	bakteeri,viljely(virtsasta)					6654	3585
-1	u-bakteeri,virtsanäytteenjatkoviljely					3562	1929
3001784	psa-v/psa-suhde	%	%	Mass fraction	1	2697	1883
-1	troponiinit	ng/l				4956	2521
-1	emäsylimäärä,laskimoveri	mmol/l				2439	1615
3045414	u-leukosyytit(kval)	estimate		Presence or Threshold		11845	7411
40763571	-trfesat	%	%	Ratio	1	49084	21982
3045424	u-erytrosyytit(kval)	estimate		Presence or Threshold		9326	5533
-1	solut,nivelneste	e6/l				593	415
-1	neutrofiilit+eosinofiilit,nivelneste	%				374	252
-1	mononukleaarisetsolut,nivelneste	%				374	252
-1	muutsolut,nivelneste					550	432
3026493	uraatti	umol/l	umol/l	Substance Concentration	1	3560	2311
-1	s-hepatitisbvirus,s-antigeeni					1790	1513
-1	verialtistus,tutkimuksetverenlähteestä					38	36
-1	hepatiittic-virus,antigeenijavasta-aineet,yhdistelmätut					1309	1063
-1	s-hivirus,antigeenijavasta-aine,yhdistelmätutkimus					1202	859
-1	pu-bakteeri,viljely1(anaerobi-jaaerobiviljelysekävärjäys)					575	364
-1	s-hepatitisc-virus,nukleiinihappo,(kvant)					11	10
3002582	u-erytrosyytit	e6/l	e6/l	Number Concentration	1	29244	15574
-1	virtsanpartikkelienlaskenta(solut)					2117	1208
3018095	u-leukosyytit	e6/l	e6/l	Number Concentration	1	20736	11106
3031040	u-bakteerit			Number Concentration		16836	9725
3026782	u-osmest	mosm/kgh2o	mosm/kgh2o	Osmolality	1	89553	30596
3000850	u-epiteelit	e6/l	e6/l	Number Concentration	1	2832	1785
3013512	pt-ekg,12kytkentäälevossa			Finding		57369	39903
3002385	e-rdv	%	%	Ratio	1	3952	1414
3023103	p-kalium	mmol/l	mmol/l	Substance Concentration	1	106850	33554
3019550	p-natrium	mmol/l	mmol/l	Substance Concentration	1	106413	33754
3020460	p-c-reaktiivinenproteiini	mg/l	mg/l	Mass Concentration	1	41015	8753
-1	happamuusaste,laskimoveri	ph				819	605
3024354	vb-po2			Partial pressure		4889	2924
3021447	vb-pco2			Partial pressure		5996	3391
3004529	vb-hbo2sat			Partial pressure		1437	1153
3045716	p-angap			Substance Concentration		234	196
3023081	hemoglobiini,hiilimonoksidi,veri			Mass fraction		183	161
-1	methemoglobiini,veri					241	206
-1	kalium(verikaasulaite),plasma					169	149
-1	kloridi,plasma					215	182
3008037	laktaatti(verikaasulaite),laskimoveri			Substance Concentration		158	139
-1	kalsium,ionisoitunut(7.4),plasma					243	201
-1	happisisältö,laskimoveri					182	154
-1	natrium(verikaasulaite),plasma					169	149
-1	bikarbonaatti(aktuaali),laskimoveri					160	141
-1	potilaanlämpötila					313	258
-1	hemoglobiini(totaali),laskimoveri					171	143
-1	glukoosi(verikaasulaite),laskimoveri					155	138
3003181	u-na	mmol/l	mmol/l	Substance Concentration	1	8968	6362
3026782	osmolaliteetti,virtsa	mosm/kgh2o	mosm/kgh2o	Osmolality	1	310	256
3018418	happamuusaste,seerumi	ph	ph	Log molar concentration	1	4823	2236
3016431	kalsium,ionisoitunut(7.4),seerumi	mmol/l	mmol/l	Substance Concentration	1	9434	3757
-1	kalium					832	577
-1	natrium					799	567
-1	c-reaktiivinenproteiini					7082	4829
-1	kreatiniini					1855	1115
3045783	p-k+na			Substance Concentration		69230	16966
3050380	pt-papa			Finding		6380	4819
42868674	hdl/kol			Substance Ratio		92108	23664
3016771	p-amyl			Catalytic Concentration		31641	21249
3006140	p-bil			Substance Concentration		96946	44388
3026910	p-gt			Catalytic Concentration		119017	54018
3046870	s-ttgabg			Arbitrary Concentration		24573	22076
3007164	p-iga			Mass Concentration		11104	8750
40768804	ts-pad-y			Finding		15272	10078
40771025	p-d-25			Substance Concentration		39128	22356
3029634	s-kardab			Titer		15322	7275
3019539	s-tpha			Titer		10564	6128
3048689	f-calpro			Mass Content		31406	20961
40764999	pt-glomerulussuodosnopeus,estimoitu,ckd-ep	ml/min/173m2	ml/min/173m2	Volume Rate/Area	1	1488	1036
0	näytt.otto					7198	2561
3022145	ts-padcolo			Finding		72045	51766
-1	fl-fluor					2060	1446
-1	gyn.notto					1682	1348
3018171	p-hcg			Arbitrary Concentration		15460	8498
46235831	pappakmom			Multiple of the median		21810	14674
3008714	hcgbvkmom			Multiple of the median		21721	14633
-1	nt-					3322	2552
40763531	ntkmom			Multiple of the median		21813	14673
3049207	ikäriski			Likelihood		21173	14390
-1	down-riski					3449	2634
3050129	s-tr1seul			-		26783	18391
-1	t18-riski					3420	2606
0	s-äit-seul					7517	4288
3019832	trpaab			Presence or Threshold		5456	3784
3021584	s-pappa	mu/l		Arbitrary Concentration		33726	22945
3019145	s-hcgbv	ug/l		Mass Concentration		3397	2620
0	b-vrab-gr					64868	29664
-1	glukrvalm					2563	1856
3034274	s-sappih	umol/l	umol/l	Substance Concentration	1	9097	3665
-1	ts-yksinkertainenhistologinentutkimus(perusterveyshuolto)					147	119
-1	ts-kudosnäyte,immunohistokemiallinentutkimus					335	285
-1	b-baktvi-aerobi					9964	5095
-1	b-baktvi-anaerobi					10081	5130
43054914	pt-glukr2h			-		5214	3640
3019225	ph			Log molar concentration		49757	20229
3016431	ca++/7.40			Substance Concentration		27977	12382
3021347	ca-ion			Substance Concentration		27807	12590
40761535	u-partik			-		14755	4860
0	u-partikk					5423	2206
3026008	u-baktevi			Presence or Identity		18795	7584
-1	u-baktalv					2258	1601
3015377	fs-ca++/7.40			Substance Concentration		10891	6520
3030366	s-kysc			Mass Concentration		885	504
3024561	p-alb			Mass Concentration		77795	39382
3019900	fs-kol			Substance Concentration		4278	3432
3023602	fs-kol-hdl			Substance Concentration		4324	3463
3001308	fs-kol-ldl			Substance Concentration		4230	3418
3048773	fs-trigly			Substance Concentration		4747	3819
3009201	s-tsh			Arbitrary Concentration		30713	21753
3013115	b-eosin			Number Concentration		19508	7496
3002030	l-lymfos			Number Fraction		19747	7792
3006315	b-basof			Number Concentration		19503	7491
3019198	b-lymfos			Number Concentration		19873	7655
3017732	b-neutr			Number Concentration		19499	7543
-1	s-ca++/7.40					5887	4525
3006504	l-eosin			Number Fraction		20086	7865
3022096	l-basof			Number Fraction		19609	7674
3018010	l-neutr			Number Fraction		21017	8427
-1	u-om.p.-o					3859	3003
3035350	u-asetoniaineet(kval)			Presence or Threshold		49171	24698
3021601	u-nitriitti(kval)			Presence or Threshold		46446	22673
3004410	b-hb-a1c	%	mmol/mol	Mass fraction	10,93*X-23,50	43586	26814
3007220	s-ck	u/l	u/l	Catalytic Concentration	1	11558	8894
3009201	s-tsh	miu/l	mu/l	Arbitrary Concentration	1	95397	51387
3035995	s-afos	u/l	u/l	Catalytic Concentration	1	62974	42215
3016771	s-amyl	u/l	u/l	Catalytic Concentration	1	10384	8915
3013721	s-asat	u/l	u/l	Catalytic Concentration	1	22998	15342
3020460	s-crp	mg/l	mg/l	Mass Concentration	1	153116	76305
3025941	f-baktvi1			Presence or Identity		32659	26221
3013139	f-hepyag			Presence or Threshold		39291	31684
3020460	s-crp			Mass Concentration		132342	69478
3021901	cb-hbo2sat	%		Mass fraction		27895	9221
43055554	cb-be	mmol/l	mmol/l	Substance Concentration	1	63895	18911
3004490	cb-hco3-st	mmol/l	mmol/l	Substance Concentration	1	64090	15291
3016293	p-hco3	mmol/l	mmol/l	Substance Concentration	1	268384	30640
3009343	cb-ph	ph	ph	Log molar concentration	1	86842	24117
3028626	cb-po2	kpa	kpa	Partial pressure	1	47686	11801
3023024	cb-pco2	kpa	kpa	Partial pressure	1	107718	28184
3014111	fp-laktaat	mmol/l	mmol/l	Substance Concentration	1	299144	32611
-1	cb-vekapkt					467	276
3026493	s-uraat	umol/l	umol/l	Substance Concentration	1	36476	23716
3041942	s-ccpab	eliau/ml	u/ml	Arbitrary Concentration	1	5657	5282
3022217	p-inr			Relative time		395652	21932
3022217	tromboplastiiniaika,inr-tulostus,plasma	inr	inr	Relative time	1	11740	2775
3002385	e-erytrosyytit,kokojakaumaindeksi	%	%	Ratio	1	75219	8724
40758558	perusverenkuvajatrombosyytit			-		92815	17745
40764999	pt-glomerulussuodosnopeus,estimoitu,ckd-epi-kaava(pt-gfre-3osatutkimus)	ml/min/173m2	ml/min/173m2	Volume Rate/Area	1	61771	8121
-1	veriryhmäjarh					5251	4910
-1	veriryhmävasta-aineet,seulonta					9010	6221
-1	ekg,12kytkentäälevossa					6933	3579
-1	vb-vekapkt					1489	752
3021614	s-rf	iu/ml	iu/ml	Arbitrary Concentration	1	11352	10236
3041942	s-ccpab	u/ml	u/ml	Arbitrary Concentration	1	30327	24742
3002385	b-erytrosyytit,tilavuusosuus	%	%	Ratio	1	85071	17321
3035941	e-hemoglobiini(massa)	pg	pg	Entitic mass	1	79890	14987
40758558	b-perusverenkuvajatrombosyytit			-		113460	39341
40764999	pt-glomerulussuodosnopeus,estimoitu	ml/min/173m2	ml/min/173m2	Volume Rate/Area	1	94712	25079
3006923	p-alaniiniaminotransferaasi	u/l	u/l	Catalytic Concentration	1	56147	21984
-1	p-natriureettinenpeptidi,b-tyypinn-terminaalin	ng/l				4678	2312
